edges,variation_of_information,retrievability,stability
1,0.989587521222,-0.09333333333333353,-0.09333333333333353
1,0.942683189255,-0.1199999999999998,-0.1199999999999998
1,0.85545081056,-0.1199999999999998,-0.1199999999999998
1,1.09332185975,0.01386666666666667,0.04000000000000003
1,0.942683189255,0.06666666666666662,0.06666666666666662
1,1.07056534266,0.06346666666666673,0.09333333333333353
1,0.942683189255,-0.01333333333333334,-0.01333333333333334
1,1.09866141458,0.0885333333333333,0.1199999999999998
1,0.970950594455,-0.013333333333333341,-0.013333333333333341
1,1.04012214376,0.18719999999999995,0.2266666666666666
2,1.04811044017,0.09493333333333326,0.1199999999999998
2,0.970950594455,-0.1199999999999998,-0.1199999999999998
2,1.02315747273,0.3904000000000002,0.4133333333333338
2,1.11420354998,-0.012800000000000004,0.013333333333333341
2,1.09409587928,0.030933333333333337,0.09333333333333353
2,0.891976558248,0.06666666666666674,0.09333333333333352
2,1.10722006136,-0.1256000000000001,-0.09333333333333353
2,1.13354882952,-0.17013333333333328,-0.1199999999999998
2,1.19310152218,-0.02079999999999999,0.013333333333333353
2,1.06598817403,-0.0954666666666666,-0.06666666666666662
3,0.891164874966,0.263466666666667,0.3066666666666675
3,0.970950594455,-0.04000000000000003,-0.04000000000000003
3,1.03553568685,0.09653333333333325,0.1199999999999998
3,1.18087118676,0.04373333333333334,0.09333333333333353
3,0.85545081056,-0.17333333333333353,-0.17333333333333353
3,0.989587521222,-0.04000000000000003,-0.04000000000000003
3,0.904381457724,0.1199999999999998,0.1199999999999998
3,1.32746889824,0.21039999999999992,0.28000000000000036
3,1.01348208838,0.07893333333333338,0.1199999999999998
3,1.22905378447,0.22506666666666664,0.3333333333333329
4,1.26908704188,-0.04080000000000002,0.013333333333333341
4,0.992580669002,0.059733333333333354,0.1199999999999998
4,1.10415400266,0.11946666666666665,0.14666666666666653
4,1.14548135958,0.01093333333333334,0.06666666666666664
4,0.970950594455,0.04000000000000003,0.04000000000000003
4,1.22288047219,0.07040000000000003,0.17333333333333353
4,1.16663228612,0.17279999999999998,0.28000000000000036
4,0.970950594455,0.013333333333333341,0.013333333333333341
4,1.19862115495,0.09600000000000004,0.14666666666666653
4,1.295273899,0.15253333333333333,0.2266666666666666
5,1.13333192459,-0.10506666666666656,-0.04000000000000003
5,1.11296150157,0.05760000000000003,0.09333333333333353
5,1.22710836314,0.10026666666666662,0.17333333333333353
5,1.37925980848,0.041333333333333326,0.14666666666666653
5,1.21688878714,0.06560000000000005,0.1199999999999998
5,1.18907539607,-0.05520000000000005,-0.013333333333333341
5,0.721928094887,0.3333333333333329,0.3333333333333329
5,1.09831660528,0.11893333333333331,0.14666666666666653
5,1.01423694262,0.1386666666666666,0.17333333333333353
5,1.1815757433,0.09386666666666667,0.14666666666666653
6,1.00687384003,0.21013333333333328,0.25333333333333363
6,1.3045354175,0.1088,0.19999999999999965
6,1.19240909077,0.029333333333333343,0.09333333333333353
6,1.42018182427,0.14879999999999988,0.25333333333333363
6,1.42164384499,0.09146666666666667,0.17333333333333353
6,1.27025578602,-0.04213333333333335,0.06666666666666662
6,1.32030719878,0.04826666666666667,0.14666666666666653
6,1.16048623101,0.06266666666666669,0.09333333333333353
6,1.15697436864,0.13973333333333332,0.2266666666666666
6,1.11192255515,-0.15519999999999995,-0.09333333333333353
7,1.26719752073,0.10346666666666675,0.14666666666666653
7,1.54213002176,0.2770666666666668,0.4399999999999998
7,1.39446723414,0.22186666666666657,0.3333333333333329
7,1.23899539939,-0.03626666666666669,0.013333333333333341
7,1.23554378941,0.1031999999999999,0.25333333333333363
7,1.08575698903,0.003200000000000005,0.04000000000000003
7,1.59031626481,0.10399999999999993,0.14666666666666653
7,1.19406495031,0.02506666666666667,0.06666666666666662
7,1.17772575486,-0.05200000000000004,0.013333333333333341
7,1.13943723681,-0.05280000000000003,-0.013333333333333341
8,1.13436962981,-0.004266666666666684,0.01333333333333334
