edges,perf
2,1.53890135191
2,1.30784529062
2,1.70576164387
2,1.32868909826
2,1.61955641061
2,1.49058537002
2,1.32218943864
2,1.3273232639
2,1.41009020262
2,1.2568940303
2,1.50167168298
2,1.2449246703
2,1.23421396449
2,1.28947433069
2,1.29999599472
2,1.47474397988
2,1.32368944522
2,1.46651113206
2,1.31520072888
2,1.25809203332
2,1.338350068
2,1.33154598437
2,1.31858095496
2,1.20894180687
2,1.4404294098
2,1.63680064558
2,1.32312098485
2,1.4216265249
2,1.43709728569
2,1.36836862886
2,1.47225304232
2,1.4181490933
2,1.20680862516
2,1.45099457093
2,1.22307832076
2,1.25994993237
2,1.37411577325
2,1.48854431678
2,1.2986105235
2,1.51255812299
2,1.49034226703
2,1.47862964083
2,1.51514094293
2,1.62408474869
2,1.45038632963
2,1.74686898544
2,1.53515420111
2,1.4074584382
2,1.54362719349
2,1.59739661834
2,1.55513593571
2,1.21721167197
2,1.48084547073
2,1.51564015076
2,1.36041359509
2,1.36849735199
2,1.45198755663
2,1.39406869658
2,1.3116829695
2,1.44558889517
2,1.74331064496
2,1.51650275163
2,1.44076947411
2,1.4448748964
2,1.33781587949
2,1.67582583304
2,1.58079298134
2,1.71969445563
2,1.18275936894
2,1.29956536842
2,1.31153798634
2,1.29584480191
2,1.47392661025
2,1.32736008421
2,1.15533311683
2,1.41145133929
2,1.47359628446
2,1.36880583458
2,1.60231076304
2,1.41196851249
2,1.20156702094
2,1.38835079048
2,1.28926357519
2,1.29785795486
2,1.4205350876
2,1.17033033075
2,1.2949555409
2,1.43825686738
2,1.33922084885
2,1.20792648879
2,1.60280716405
2,1.5901054359
2,1.24290918909
2,1.43499777259
2,1.61266607827
2,1.29878696244
2,1.20604977038
2,1.13137624249
2,1.19780985685
2,1.27912169561
4,1.62699858086
4,1.48376593604
4,1.06591436095
4,1.0450318205
4,1.6397963495
4,1.49694427245
4,1.45344297396
4,1.03436183359
4,1.40145149067
4,1.28154307597
4,1.09354180926
4,1.13460991453
4,1.49988232039
4,1.32401037381
