edges,perf
1,0.942683189255
1,1.11128467603
1,0.942683189255
1,0.970950594455
1,1.13287453474
1,0.970950594455
1,1.07479567295
1,1.0954680768
1,1.09201931652
1,1.0004219305
3,0.942683189255
3,1.09812588905
3,1.14854216194
3,1.14322781138
3,1.25313430847
3,0.989587521222
3,0.942683189255
3,0.942683189255
3,1.18163345472
3,1.08489916805
5,1.24151052265
5,1.18163883129
5,1.19196966116
5,0.998845535995
5,1.14590346134
5,1.10446120357
5,1.21928514015
5,1.12347709365
5,1.2450870551
5,0.978421831925
7,1.17858723327
7,1.20123787643
7,1.19220525343
7,1.37851266226
7,1.36856802638
7,1.06822866446
7,1.24393989595
7,1.34297576095
7,1.29426599694
7,1.27051080113
9,1.12576210426
9,1.25601085665
9,1.35660175185
9,1.28201064767
9,1.07603231287
9,1.24227649487
9,1.32196165126
9,1.28626623502
9,1.28079270969
9,1.23982335722
11,1.24662798398
11,1.21945027117
11,1.25120468386
11,1.35082717727
11,1.21446804162
11,1.24332511196
11,1.55095966011
11,1.16874048232
11,1.29002358946
11,1.27152962109
13,1.25210812306
13,1.12605485264
13,1.27345714479
13,1.3159182091
13,1.17188682968
13,1.31630875278
13,1.27922980636
13,1.23163727189
13,1.35298951097
13,1.37386990315
15,1.32403508591
15,1.4012951673
15,1.39045404173
15,1.33694364846
15,1.25028100296
15,1.36012079291
15,1.35177427334
15,1.40162545919
15,1.33477756214
15,1.28801274438
17,1.54109701336
17,1.57397799078
17,1.17101745454
17,1.38181427627
17,1.21549691496
17,1.7806237171
17,1.40991858864
17,1.40709934078
17,1.40497448271
17,1.27837510974
19,1.12624196902
19,1.3013773128
19,1.32554901553
19,1.17130192472
19,1.26140675134
19,1.48226520984
19,1.56335604997
19,1.38552139172
19,1.29271635885
19,1.45794970894
21,1.06808555613
21,1.39436925064
21,1.30568728877
21,1.39675916405
21,1.44442039685
21,1.37209826617
21,1.24159526179
21,1.03631034101
21,1.11353101365
21,1.13394875337
23,0.947499655246
23,1.23116210095
23,1.03443062219
23,1.38038867369
23,1.05389275535
23,1.42361600107
23,1.55412885492
23,1.33757591239
23,1.28799639194
23,1.43431408315
25,1.22503293532
25,1.1325344916
25,1.13268460387
25,1.37607362375
25,1.3435417615
25,1.01603319426
25,1.37382015799
25,1.11197683823
25,1.15532058867
25,1.24942657029
27,1.33105797808
27,1.02274191328
27,1.41250181521
27,1.47075769682
27,0.890321943247
27,1.06666050283
27,0.904183709991
27,0.915988936087
27,1.3108561849
27,1.33730358698
29,1.11173417583
29,1.2044805249
29,1.29876993207
29,1.28772897792
29,1.31863633102
29,0.993117098714
29,1.02856606618
29,1.36590242481
29,1.3291256657
29,1.40962153614
31,1.02513015489
31,1.08617281887
31,1.13605030148
31,1.05807406514
31,1.40802330751
31,1.25780565765
31,1.13093401891
31,0.844173477929
31,1.07643727694
31,1.12602664041
33,1.01093146443
33,1.18919501351
33,1.25757767942
33,0.745454510579
33,1.29756019036
33,1.28052828968
33,0.94854642539
33,0.867475737494
33,1.19313370072
33,1.28014030768
35,0.789865827675
35,0.767168662595
35,1.03216201207
35,0.806212449233
35,0.835261981403
35,1.30213577201
35,1.19032954688
35,0.788872312247
35,0.986142444921
35,1.02795189577
37,1.03972117109
37,1.18650764512
37,1.1425851777
37,0.978161735057
37,0.837077739492
37,0.731537050523
37,0.754909758899
37,1.31252712028
37,1.14007153596
37,0.847147948074
39,1.09556788129
39,0.284337993176
39,1.0827053367
39,0.952750956677
39,1.3107363145
39,0.472297254811
39,0.985921661412
39,0.76962263659
39,1.03486244513
39,0.988867919062
41,0.987514798938
41,0.567483616088
41,1.29963410102
41,1.118718241
41,0.882642383578
41,0.763245010884
41,0.205006777853
41,1.37180938749
41,0.956808313118
41,0.921344259339
43,0.439234061292
43,1.11423777276
43,0.952001160477
43,0.881167697091
43,0.871081614383
43,0.789732196071
43,0.653498975843
43,0.552832850868
43,0.481353296804
43,0.566293385548
45,1.09761357078
45,0.755064474913
45,0.808524839739
45,0.802413967701
45,0.887796666404
45,1.01430639956
45,0.85834786943
45,0.768054946299
45,0.481638875402
45,1.0686761341
47,1.0115901787
47,0.339256233794
47,0.426032010619
47,0.500040447047
47,0.733500745626
47,1.29761249063
47,0.751517184223
47,0.712158834983
47,0.899826596106
47,0.0341882553092
49,0.646024129497
49,0.674743174442
49,0.50527489256
49,0.896134922611
49,0.787901762092
49,0.781533215538
