edges,retrievability,stability
145,0.4598400000000001,0.7560000000000001
145,0.4499200000000001,0.7680000000000006
145,0.46131999999999995,0.7399999999999999
145,0.38340000000000013,0.7399999999999999
145,0.3873200000000002,0.7680000000000006
145,0.3576400000000001,0.8319999999999991
145,0.39444,0.7439999999999999
145,0.39548000000000016,0.7280000000000002
150,0.41167999999999993,0.7079999999999989
150,0.41019999999999995,0.7920000000000011
150,0.33971999999999997,0.772
150,0.44256000000000006,0.7600000000000002
150,0.45407999999999993,0.7079999999999989
150,0.46815999999999997,0.7640000000000003
150,0.4707200000000002,0.8239999999999992
150,0.40816,0.7879999999999981
150,0.43407999999999985,0.8080000000000014
150,0.42208000000000007,0.8080000000000014
155,0.31104,0.7479999999999998
155,0.39224,0.7479999999999998
155,0.4161600000000001,0.7439999999999999
155,0.36984000000000017,0.772
155,0.44523999999999986,0.7760000000000007
155,0.5416799999999999,0.7960000000000008
155,0.3806399999999999,0.716
155,0.4216000000000001,0.7800000000000008
155,0.5355999999999999,0.8239999999999992
155,0.43488000000000004,0.8280000000000016
160,0.47456000000000015,0.8319999999999991
160,0.48403999999999997,0.7879999999999981
160,0.35836,0.840000000000002
160,0.43816000000000005,0.7760000000000007
160,0.4329999999999999,0.8199999999999987
160,0.43312000000000006,0.8080000000000014
160,0.39175999999999994,0.7999999999999985
160,0.5111599999999998,0.8679999999999992
160,0.44732000000000005,0.8439999999999992
160,0.48104000000000013,0.8119999999999987
165,0.40412000000000003,0.7840000000000005
165,0.48011999999999994,0.8559999999999995
165,0.45147999999999977,0.8640000000000003
165,0.4674399999999999,0.8319999999999991
165,0.47531999999999996,0.8519999999999998
165,0.42028000000000004,0.7840000000000005
165,0.59492,0.8679999999999992
165,0.5142399999999999,0.9080000000000009
165,0.5435599999999999,0.8640000000000003
165,0.41559999999999986,0.8799999999999996
170,0.4350799999999999,0.7640000000000003
170,0.50716,0.8319999999999991
170,0.5105599999999998,0.7640000000000003
170,0.3543200000000002,0.8239999999999992
170,0.4416400000000001,0.7479999999999998
170,0.5361599999999999,0.8439999999999992
170,0.46968000000000004,0.8080000000000014
170,0.4948399999999998,0.835999999999999
170,0.40076,0.7479999999999998
170,0.47792000000000023,0.8280000000000016
175,0.4974399999999999,0.9000000000000008
175,0.4650000000000001,0.8040000000000009
175,0.4306000000000001,0.835999999999999
175,0.5696799999999996,0.8880000000000011
175,0.46048000000000017,0.8840000000000002
175,0.54616,0.8119999999999987
175,0.4174,0.8239999999999992
175,0.3668000000000001,0.8199999999999987
175,0.25752,0.7680000000000006
175,0.4105199999999998,0.8319999999999991
180,0.5196,0.8479999999999993
180,0.48052,0.8239999999999992
180,0.36491999999999997,0.7840000000000005
180,0.526,0.8119999999999987
180,0.5051599999999999,0.8280000000000016
180,0.55564,0.840000000000002
180,0.54412,0.8199999999999987
180,0.45612000000000025,0.7879999999999981
180,0.5063599999999999,0.8640000000000003
180,0.48792000000000024,0.8199999999999987
185,0.5496800000000001,0.8519999999999998
185,0.33276000000000006,0.8119999999999987
185,0.5371199999999999,0.8960000000000007
185,0.5339199999999998,0.8840000000000002
185,0.50832,0.8559999999999995
185,0.48684,0.8479999999999993
185,0.49504000000000015,0.9080000000000009
185,0.5057600000000003,0.9000000000000008
185,0.4836800000000001,0.8439999999999992
185,0.5242399999999998,0.8439999999999992
190,0.53244,0.8840000000000002
190,0.54548,0.9000000000000008
190,0.46832,0.8960000000000007
190,0.5058800000000003,0.835999999999999
190,0.48123999999999995,0.8040000000000009
190,0.4495600000000001,0.7520000000000002
190,0.3968800000000001,0.7920000000000011
190,0.43647999999999976,0.8119999999999987
190,0.3810000000000002,0.8599999999999995
190,0.4643599999999998,0.8679999999999992
195,0.5480799999999998,0.835999999999999
195,0.39884000000000003,0.8640000000000003
195,0.5121600000000001,0.9200000000000013
195,0.5073599999999999,0.9040000000000002
195,0.4783999999999998,0.840000000000002
195,0.5367999999999999,0.9000000000000008
195,0.49852000000000013,0.7840000000000005
195,0.5581199999999998,0.8840000000000002
195,0.41780000000000017,0.8479999999999993
195,0.4958400000000001,0.9080000000000009
200,0.5922,0.8840000000000002
200,0.5477600000000001,0.872
200,0.57976,0.840000000000002
200,0.4914800000000003,0.7960000000000009
200,0.49700000000000016,0.8479999999999993
200,0.50176,0.8679999999999992
200,0.4955200000000001,0.8679999999999992
200,0.4768,0.8199999999999987
200,0.5457599999999999,0.8319999999999991
200,0.5887600000000003,0.9200000000000014
205,0.5878799999999998,0.8599999999999995
205,0.5771600000000002,0.9000000000000008
205,0.4136000000000003,0.9080000000000009
205,0.42532000000000003,0.8559999999999995
205,0.47412,0.9200000000000013
205,0.5011600000000002,0.8479999999999993
205,0.5054000000000002,0.9200000000000013
205,0.48651999999999984,0.8280000000000016
205,0.54984,0.8679999999999992
205,0.5487600000000001,0.8919999999999998
210,0.50592,0.9360000000000022
210,0.45916,0.8679999999999992
210,0.5428,0.8160000000000014
210,0.56824,0.9519999999999985
210,0.46076000000000006,0.9440000000000015
210,0.5668,0.9000000000000008
210,0.59436,0.9080000000000009
210,0.58212,0.8679999999999992
210,0.5271200000000004,0.9519999999999985
210,0.47479999999999983,0.8439999999999992
215,0.51736,0.9120000000000011
215,0.4395199999999999,0.8479999999999993
215,0.5487200000000001,0.7680000000000006
215,0.5396399999999999,0.8599999999999995
215,0.5625600000000002,0.9360000000000022
215,0.5442800000000001,0.8280000000000016
215,0.5131600000000001,0.8239999999999992
215,0.59028,0.8960000000000007
215,0.49231999999999976,0.8559999999999995
215,0.5508799999999997,0.8599999999999995
220,0.4298000000000001,0.8559999999999995
220,0.5154400000000002,0.8479999999999993
220,0.5589999999999998,0.9080000000000009
220,0.5637999999999997,0.9839999999999991
220,0.6245200000000002,0.9240000000000017
220,0.6047199999999999,0.9000000000000008
220,0.5860399999999997,0.9399999999999987
220,0.47540000000000004,0.8559999999999995
220,0.46112000000000014,0.8519999999999998
220,0.49215999999999993,0.8640000000000003
225,0.5966800000000001,0.8760000000000007
225,0.49332000000000015,0.872
225,0.4026400000000001,0.8640000000000003
225,0.5562400000000002,0.9120000000000011
225,0.5330400000000001,0.8679999999999992
225,0.5106799999999998,0.8919999999999998
225,0.44667999999999997,0.8719999999999999
225,0.5255999999999996,0.9039999999999977
225,0.5461999999999999,0.9360000000000022
225,0.49844000000000016,0.8519999999999998
230,0.59572,0.8679999999999992
230,0.6409199999999998,0.9000000000000008
230,0.48791999999999996,0.835999999999999
230,0.5474399999999999,0.9200000000000014
230,0.47736000000000006,0.8599999999999995
230,0.4792,0.8160000000000014
230,0.52504,0.9120000000000015
230,0.5324399999999995,0.9279999999999984
230,0.5107600000000001,0.8799999999999996
230,0.5531999999999999,0.8119999999999987
235,0.6477199999999997,0.8960000000000007
235,0.5432000000000001,0.9000000000000008
235,0.45548,0.9240000000000017
235,0.5249999999999999,0.8760000000000007
235,0.44344000000000006,0.8559999999999995
235,0.5479599999999999,0.9279999999999984
235,0.5460799999999998,0.9279999999999984
235,0.5821199999999997,0.9240000000000017
235,0.5743999999999999,0.8799999999999996
235,0.6282800000000003,0.9240000000000017
240,0.5083600000000001,0.9200000000000013
240,0.5278399999999999,0.9120000000000015
240,0.5104799999999996,0.9320000000000012
240,0.48248,0.9039999999999977
240,0.5416799999999998,0.956000000000002
240,0.6303599999999999,0.9200000000000013
240,0.6226799999999999,0.9279999999999984
240,0.5082799999999998,0.9279999999999984
240,0.56276,0.8239999999999992
240,0.52156,0.8960000000000007
245,0.5323599999999997,0.9040000000000002
245,0.6150000000000002,0.9240000000000017
245,0.49424,0.8880000000000011
245,0.5007199999999999,0.8919999999999998
245,0.45087999999999995,0.8760000000000007
245,0.49192,0.8840000000000002
245,0.5768399999999998,0.947999999999998
245,0.5545599999999997,0.9120000000000011
245,0.6137200000000003,0.947999999999998
245,0.5121599999999998,0.8679999999999992
250,0.5619199999999998,0.956000000000002
250,0.6247600000000001,0.9440000000000015
250,0.6379999999999998,0.9440000000000015
250,0.4023200000000001,0.9120000000000011
250,0.5227999999999997,0.9360000000000022
250,0.5853199999999998,0.9680000000000022
250,0.5954799999999996,0.8960000000000007
250,0.5426000000000002,0.9120000000000011
250,0.5708399999999998,0.9360000000000022
250,0.49507999999999996,0.8960000000000007
255,0.57836,0.9080000000000009
255,0.46848000000000006,0.9039999999999977
255,0.6110399999999996,0.9240000000000017
255,0.61716,0.9680000000000022
255,0.6168,0.963999999999999
255,0.48463999999999996,0.9320000000000012
255,0.5682,0.9320000000000012
255,0.6348399999999998,0.9320000000000012
255,0.50028,0.8679999999999992
255,0.5957999999999999,0.9200000000000013
260,0.49008,0.8919999999999998
260,0.5201199999999999,0.872
260,0.6114400000000001,0.8880000000000003
260,0.5528800000000001,0.8799999999999996
260,0.6073999999999999,0.9320000000000012
260,0.5832799999999999,0.9080000000000009
260,0.5896399999999997,0.9159999999999981
260,0.55564,0.9599999999999984
260,0.6425199999999998,0.9599999999999984
260,0.6087599999999999,0.9000000000000008
265,0.6039200000000001,0.947999999999998
265,0.6524799999999997,0.9360000000000022
265,0.5633200000000002,0.9440000000000015
265,0.5901599999999998,0.9159999999999981
265,0.4316800000000003,0.840000000000002
265,0.5306000000000002,0.947999999999998
265,0.5976400000000001,0.9920000000000009
265,0.5125200000000002,0.9159999999999981
265,0.62928,0.9719999999999986
265,0.51904,0.9440000000000015
270,0.5516,0.956000000000002
270,0.6185200000000001,0.9279999999999984
270,0.5528400000000001,0.9680000000000022
270,0.5760799999999996,0.9279999999999984
270,0.48376,0.9320000000000012
270,0.5123199999999998,0.9719999999999986
270,0.5453199999999999,0.9320000000000012
270,0.5347199999999998,0.9080000000000009
270,0.6119599999999997,0.9920000000000009
270,0.6412400000000001,0.9240000000000017
275,0.5504,0.963999999999999
275,0.5966,0.9519999999999985
275,0.6096799999999999,0.9680000000000022
275,0.5220000000000001,0.963999999999999
275,0.6115199999999997,0.9159999999999981
275,0.5833599999999999,0.9279999999999984
275,0.6800799999999999,0.963999999999999
275,0.51016,0.956000000000002
275,0.53524,0.8919999999999998
275,0.6180399999999999,0.9320000000000012
280,0.5232399999999999,0.9800000000000004
280,0.5328,0.956000000000002
280,0.54704,0.956000000000002
280,0.5097999999999999,0.8599999999999995
280,0.5283200000000003,0.9200000000000013
280,0.38288000000000005,0.8479999999999993
280,0.5615999999999999,0.9920000000000009
280,0.57788,0.9759999999999992
280,0.6154400000000001,0.9039999999999977
280,0.7261999999999997,0.9920000000000009
285,0.5742,0.9279999999999984
285,0.5448000000000002,0.947999999999998
285,0.5892,0.963999999999999
285,0.5586399999999999,0.9879999999999997
285,0.59684,0.9320000000000012
285,0.6015999999999999,0.9519999999999985
285,0.5207200000000001,0.8960000000000007
285,0.54196,0.9120000000000011
285,0.5413600000000001,0.9279999999999984
285,0.6137200000000002,0.9719999999999986
290,0.59844,0.963999999999999
290,0.44751999999999986,0.9159999999999981
290,0.5481199999999999,0.947999999999998
290,0.5634000000000001,0.9680000000000022
290,0.5496400000000002,0.9440000000000015
290,0.5379199999999998,0.956000000000002
290,0.5836799999999999,0.947999999999998
290,0.50756,0.9399999999999987
290,0.6632399999999996,0.9800000000000004
290,0.61552,0.9519999999999985
295,0.5748800000000002,0.9200000000000014
295,0.61812,0.947999999999998
295,0.5708399999999999,0.9800000000000004
295,0.5948,0.963999999999999
295,0.6882400000000001,0.9759999999999992
295,0.6294399999999998,0.963999999999999
295,0.36780000000000007,0.9120000000000015
295,0.6798800000000003,0.963999999999999
295,0.3867600000000001,0.9159999999999981
295,0.6618,0.956000000000002
300,0.6749199999999997,0.9759999999999992
300,0.4541200000000001,0.9240000000000017
300,0.68244,0.9399999999999987
300,0.6339599999999999,0.9519999999999985
300,0.5142000000000002,0.9120000000000011
300,0.5719599999999998,0.9519999999999985
300,0.56804,0.9440000000000015
300,0.6546800000000002,0.947999999999998
300,0.6473999999999998,0.9440000000000015
300,0.6523199999999996,0.9680000000000022
305,0.4972000000000001,0.9120000000000015
305,0.433,0.947999999999998
305,0.5992000000000002,0.9080000000000009
305,0.6434799999999999,0.956000000000002
305,0.6316799999999999,0.947999999999998
305,0.6013999999999998,0.9320000000000012
305,0.6120400000000001,0.956000000000002
305,0.5654400000000002,0.9599999999999984
305,0.38548000000000004,0.8919999999999998
305,0.61788,0.947999999999998
310,0.6057600000000001,0.9680000000000022
310,0.5950000000000002,0.8919999999999998
310,0.6129199999999998,0.9759999999999992
310,0.66144,0.9440000000000015
310,0.47152,0.9000000000000008
310,0.4212800000000001,0.8799999999999996
310,0.5745599999999998,0.9680000000000022
310,0.62128,0.9519999999999985
310,0.46476000000000006,0.956000000000002
310,0.531,0.8799999999999994
315,0.6133199999999999,0.9379599999999987
315,0.6653199999999999,0.9680000000000022
315,0.65152,0.9920000000000009
315,0.6201999999999996,0.963999999999999
315,0.6621199999999997,0.9120000000000015
315,0.46784000000000014,0.9000000000000008
315,0.5632799999999999,0.9240000000000017
315,0.5842799999999998,0.9519999999999985
315,0.6276400000000002,0.9759999999999992
315,0.5684799999999999,0.947999999999998
320,0.64648,0.9959999999999988
320,0.5963199999999997,0.9879999999999997
320,0.5292799999999998,0.9519999999999985
320,0.5450000000000002,0.872
320,0.50084,0.9240000000000017
320,0.6167199999999997,0.9440000000000015
320,0.5636,0.9879999999999997
320,0.6012799999999998,0.9320000000000012
320,0.5304000000000001,0.9360000000000022
320,0.5558000000000001,0.9759999999999992
325,0.5981599999999999,0.963999999999999
325,0.5965999999999997,0.9440000000000015
325,0.5671999999999998,0.9360000000000022
325,0.5872399999999999,0.9519999999999985
325,0.3998000000000001,0.9000000000000008
325,0.6246800000000001,0.8840000000000002
325,0.5316000000000001,0.9360000000000022
325,0.6060800000000001,0.9599999999999984
325,0.5733999999999999,0.9599999999999984
325,0.5219999999999999,0.9039999999999977
330,0.5936799999999998,0.9440000000000015
330,0.5638399999999998,0.9759999999999992
330,0.55064,0.9080000000000009
330,0.49024,0.9120000000000015
330,0.5360399999999997,0.9159999999999981
330,0.5736800000000001,0.9279999999999984
330,0.60948,0.947999999999998
330,0.3633600000000002,0.772
330,0.6117599999999996,0.9800000000000004
330,0.5114399999999998,0.9240000000000017
335,0.4467600000000001,0.8919999999999998
335,0.6788399999999997,0.9599999999999984
335,0.6986799999999999,0.9839999999999991
335,0.6298799999999998,0.9360000000000022
335,0.5509199999999996,0.9159999999999981
335,0.5379200000000002,0.9240000000000017
335,0.66336,0.9599999999999984
335,0.63644,0.9200000000000013
335,0.5629999999999997,0.947999999999998
335,0.67232,0.9440000000000015
340,0.5296400000000001,0.9839999999999991
340,0.5402399999999998,0.9080000000000009
340,0.29780000000000006,0.8119999999999987
340,0.5349199999999996,0.9440000000000015
340,0.6448400000000001,0.9320000000000012
340,0.6836,0.9800000000000004
340,0.5182000000000001,0.8679999999999992
340,0.5401600000000001,0.963999999999999
340,0.52096,0.963999999999999
340,0.6405599999999998,0.9360000000000022
345,0.4543600000000002,0.9159999999999981
345,0.50952,0.9240000000000017
345,0.61888,0.9599999999999984
345,0.5869600000000001,0.9839999999999991
345,0.42260000000000003,0.947999999999998
345,0.5879200000000001,0.963999999999999
345,0.6997200000000001,0.9719999999999986
345,0.6122,0.9440000000000015
345,0.6439999999999999,0.9759999999999992
345,0.5694800000000001,0.9599999999999984
350,0.6433200000000001,0.9320000000000012
350,0.4299600000000001,0.8479999999999991
350,0.6861599999999997,0.963999999999999
350,0.6761999999999996,0.9839999999999991
350,0.6305600000000002,0.9279999999999984
350,0.53864,0.9120000000000011
350,0.5688400000000002,0.9257600000000012
350,0.5846799999999999,0.9704799999999989
350,0.6392799999999998,0.9080000000000009
350,0.60604,0.8840000000000002
355,0.6515999999999998,0.9719999999999986
355,0.6279200000000003,0.9719999999999986
355,0.72096,0.9879999999999997
355,0.6055999999999999,0.9879999999999997
355,0.48432,0.963999999999999
355,0.6227199999999997,0.9599999999999984
355,0.6388000000000001,0.9440000000000015
355,0.5716399999999999,0.9440000000000015
355,0.6935599999999998,0.9240000000000017
355,0.6498800000000002,0.963999999999999
360,0.7040399999999998,0.9440000000000015
360,0.62944,0.956000000000002
360,0.6192,0.9440000000000015
360,0.6980399999999995,0.9839999999999991
360,0.7131999999999998,0.9360000000000022
360,0.47819999999999985,0.8799999999999996
360,0.5049199999999998,0.9440000000000015
360,0.6515999999999998,0.9399999999999987
360,0.7294799999999999,0.9440000000000015
360,0.5874,0.9599999999999984
365,0.5307999999999999,0.8559999999999995
365,0.5205600000000001,0.8880000000000011
365,0.5790799999999998,0.9159999999999981
365,0.39008000000000004,0.9621599999999988
365,0.6109200000000002,0.9159999999999981
365,0.5578400000000001,0.9000000000000008
365,0.6053199999999999,0.9000000000000008
365,0.7570800000000001,0.9839999999999991
365,0.5315199999999998,0.8719999999999999
365,0.6320000000000002,0.9440000000000015
370,0.6886799999999998,0.9440000000000015
370,0.6308,0.8731200000000001
370,0.7349600000000001,0.9599999999999984
370,0.6859999999999999,0.9959999999999988
370,0.6226399999999997,0.9599999999999984
370,0.41251999999999994,0.9759999999999992
370,0.5705600000000001,0.9680000000000022
370,0.6925999999999998,0.963999999999999
370,0.53504,0.8919999999999998
370,0.6663999999999999,0.9440000000000015
375,0.5959200000000001,0.9519999999999985
375,0.44164000000000025,0.9200000000000013
375,0.5269600000000001,0.8880000000000011
375,0.5889200000000001,0.8954000000000006
375,0.6923600000000003,0.947999999999998
375,0.6258799999999999,0.9599999999999984
375,0.4843200000000001,0.7879999999999981
375,0.49383999999999983,0.9200000000000013
375,0.6369599999999999,0.9879999999999997
375,0.7076799999999994,0.956000000000002
380,0.43343999999999994,0.9440000000000015
380,0.49912,0.8599999999999995
380,0.63436,0.8239999999999992
380,0.5879599999999999,0.947999999999998
380,0.6604400000000001,0.9279999999999984
380,0.5489599999999999,0.7879999999999981
380,0.6082000000000002,0.8960000000000007
380,0.5147599999999998,0.9599999999999984
380,0.6654000000000001,0.9759999999999992
380,0.4814,0.8319999999999991
385,0.6373199999999999,0.9279999999999984
385,0.5755199999999999,0.8840000000000002
385,0.6099600000000001,0.956000000000002
385,0.5694,0.9440000000000015
385,0.6434000000000001,0.9399999999999987
385,0.50864,0.8479999999999991
385,0.67,0.9239199999999996
385,0.559,0.9080000000000009
385,0.5212800000000002,0.8239999999999992
385,0.6501600000000001,0.9320000000000012
390,0.5158799999999999,0.8905599999999998
390,0.52044,0.9839999999999991
390,0.5202399999999999,0.8847200000000006
390,0.6318,0.9879999999999997
390,0.7445600000000002,0.9800000000000004
390,0.5954400000000001,0.9039999999999977
390,0.6536799999999999,0.9599999999999984
390,0.7428800000000001,0.9879999999999997
390,0.7237999999999998,0.9519999999999985
390,0.48468000000000006,0.947999999999998
395,0.6940000000000005,0.9879999999999997
395,0.5391599999999999,0.9200000000000013
395,0.71896,0.9854399999999991
395,0.52624,0.8880000000000003
395,0.7030400000000003,0.9839999999999991
395,0.5946,0.9759999999999992
395,0.6467200000000001,0.9599999999999984
395,0.46404000000000023,0.8760000000000007
395,0.46399999999999986,0.9200000000000013
395,0.68036,0.947999999999998
400,0.5311600000000001,0.9200000000000013
400,0.6749999999999998,0.963999999999999
400,0.7877200000000001,0.9879999999999997
400,0.5899599999999997,0.8840000000000002
400,0.65712,0.8679999999999992
400,0.65924,0.9440000000000015
400,0.5867199999999998,0.8599999999999995
400,0.57544,0.9360000000000022
400,0.6534399999999997,0.9080000000000009
400,0.48308,0.947999999999998
405,0.6466,0.956000000000002
405,0.4696,0.9320000000000012
405,0.6750399999999999,0.9120000000000015
405,0.58416,0.9291200000000006
405,0.5519999999999999,0.9120000000000015
405,0.7196400000000002,0.947999999999998
405,0.7186399999999997,0.9440000000000015
405,0.60616,0.9423599999999988
405,0.6028000000000002,0.9159999999999981
405,0.75056,0.9759999999999992
410,0.38003999999999977,0.9159999999999981
410,0.7542400000000002,0.956000000000002
410,0.6281599999999995,0.9200000000000013
410,0.6135199999999997,0.9159999999999981
410,0.7103999999999998,0.947999999999998
410,0.6655599999999999,0.9279999999999984
410,0.653,0.9240000000000017
410,0.55216,0.9399999999999987
410,0.62904,0.9000000000000008
410,0.6931599999999999,0.9120000000000011
415,0.63436,0.963999999999999
415,0.6572000000000002,0.9719999999999986
415,0.5474400000000003,0.8960000000000007
415,0.63872,0.9959999999999988
415,0.7358800000000002,0.9599999999999984
415,0.82464,1.0
415,0.6296400000000002,0.9360000000000022
415,0.6987199999999995,0.956000000000002
415,0.5860400000000002,0.9759999999999992
415,0.57012,0.8880000000000011
420,0.5500399999999999,0.9000000000000008
420,0.7316800000000001,0.956000000000002
420,0.6564,0.9399999999999987
420,0.5767599999999998,0.9839999999999991
420,0.6808399999999998,0.9360000000000022
420,0.4834800000000001,0.9080000000000009
420,0.6276000000000002,0.9680000000000022
420,0.61876,0.9360000000000022
420,0.6291600000000003,0.9719999999999986
420,0.5899599999999999,0.9000000000000008
425,0.7106000000000001,0.9200000000000013
425,0.6996800000000001,0.9519999999999985
425,0.7112799999999999,0.9759999999999992
425,0.48667999999999995,0.9080000000000009
425,0.5988,0.9599999999999984
425,0.27836000000000005,0.7560000000000001
425,0.68552,0.9440000000000015
425,0.40404000000000023,0.9118400000000014
425,0.7595599999999999,0.9879999999999997
425,0.6570000000000001,0.9719999999999986
430,0.48164000000000007,0.9299999999999998
430,0.6569599999999997,0.9399999999999987
430,0.6166800000000001,0.9279999999999984
430,0.5728399999999998,0.8599999999999995
430,0.5089200000000003,0.8760000000000007
430,0.70104,0.9719999999999986
430,0.6563200000000002,0.9440000000000015
430,0.68308,0.9599999999999984
430,0.72112,0.9800000000000004
430,0.68208,1.0
435,0.6467599999999999,0.8960000000000007
435,0.6574800000000001,0.956000000000002
435,0.5930000000000003,0.9399999999999987
435,0.6621600000000002,0.9080000000000009
435,0.6992400000000001,0.9759999999999992
435,0.7166000000000001,0.9599999999999984
435,0.61996,0.9759999999999992
435,0.4839600000000003,0.9200000000000013
435,0.6003999999999998,0.947999999999998
435,0.6386799999999999,0.8840000000000002
440,0.49780000000000013,0.963999999999999
440,0.5447999999999997,0.9440000000000015
440,0.49480000000000024,0.8439999999999992
440,0.6819199999999996,0.9719999999999986
440,0.68552,0.9920000000000009
440,0.5415200000000001,0.9440000000000016
440,0.6241199999999999,0.963999999999999
440,0.7506,0.9839999999999991
440,0.7112400000000001,0.9680000000000022
440,0.56904,0.8439999999999992
445,0.5918800000000001,0.9440000000000016
445,0.7191600000000001,0.9159999999999981
445,0.61712,0.9759999999999992
445,0.65248,0.9800000000000004
445,0.5512400000000002,0.9000000000000008
445,0.5588400000000001,0.9519999999999985
445,0.57756,0.8760000000000006
445,0.59784,0.9422400000000011
445,0.6236,0.872
445,0.57724,0.9120000000000015
450,0.5734799999999999,0.8479999999999993
450,0.6362799999999996,0.8960000000000007
450,0.6156400000000001,0.9959999999999988
450,0.7892399999999999,0.9719999999999986
450,0.65044,0.9320000000000012
450,0.59268,0.8960000000000007
450,0.6793600000000002,0.9320000000000012
450,0.4815199999999999,0.6919999999999996
450,0.6216399999999999,0.9879999999999997
450,0.66176,0.9519999999999985
455,0.7892400000000002,0.9719999999999986
455,0.6733999999999999,0.9680000000000022
455,0.45920000000000016,0.8239999999999985
455,0.6192,0.9259999999999998
455,0.6335199999999999,0.9800000000000004
455,0.6035200000000001,0.9599999999999984
455,0.6078400000000002,0.8640000000000003
455,0.6495600000000001,0.9680000000000022
455,0.6642399999999999,0.9839999999999991
455,0.3440800000000001,0.7800000000000008
460,0.7420399999999999,0.956000000000002
460,0.7373999999999998,0.9920000000000009
460,0.524,0.9800000000000004
460,0.68464,0.9959999999999988
460,0.7035600000000004,0.9959999999999988
460,0.6586799999999998,0.9599999999999984
460,0.5898,0.9000000000000008
460,0.5193200000000001,0.8559999999999995
460,0.59632,0.9399999999999987
460,0.7770399999999998,0.9800000000000004
465,0.6835999999999998,0.8864000000000003
465,0.4910799999999999,0.9279999999999984
465,0.45023999999999986,0.7560000000000001
465,0.3924400000000001,0.7640000000000003
465,0.42591999999999997,0.8239999999999992
465,0.7070000000000001,0.956000000000002
465,0.5139200000000002,0.6360000000000011
465,0.5847999999999999,0.9440000000000015
465,0.6092,0.9320000000000012
465,0.6195200000000001,0.9519999999999985
470,0.6001199999999997,0.9599999999999984
470,0.48603999999999986,0.9000000000000008
470,0.66592,0.947999999999998
