edges,retrievability
1,0.09999999999999981
1,0.0940000000000001
1,0.0
1,0.21100000000000002
1,-0.04500000000000001
1,0.14799999999999977
1,0.002000000000000014
1,-0.19399999999999998
1,0.3349999999999999
1,0.20000000000000004
2,-0.06499999999999996
2,-0.19999999999999962
2,0.049999999999999906
2,-0.09200000000000003
2,-0.049999999999999906
2,0.15000000000000024
2,-0.10800000000000014
2,0.3509999999999998
2,0.09700000000000006
2,-0.19699999999999998
3,0.30000000000000004
3,0.04699999999999999
3,0.04899999999999999
3,0.24800000000000008
3,0.05099999999999999
3,-0.049999999999999906
3,0.09799999999999993
3,0.24500000000000002
3,-0.026000000000000002
3,0.15299999999999978
4,-0.0010000000000000007
4,-0.09700000000000006
4,-0.09899999999999994
4,0.13399999999999995
4,0.19899999999999995
4,0.24999999999999992
4,0.13000000000000014
4,0.10400000000000013
4,0.23000000000000004
4,-0.0010000000000000035
5,-0.09999999999999981
5,-0.009999999999999998
5,0.05299999999999998
5,-0.15000000000000024
5,0.12200000000000015
5,0.3169999999999999
5,0.23400000000000015
5,0.05099999999999999
5,0.15600000000000017
5,0.08499999999999996
6,0.14999999999999974
6,0.16100000000000012
6,0.10000000000000013
6,-0.059
6,0.0019999999999999996
6,0.203
6,0.11599999999999994
6,0.24
6,0.1165
6,0.25
7,0.17200000000000007
7,0.28950000000000026
7,-0.06399999999999993
7,0.1740000000000001
7,0.10700000000000008
7,0.32899999999999996
7,0.046
7,0.2169999999999999
7,0.2859999999999999
7,0.06
8,0.13600000000000007
8,0.36800000000000016
8,0.025
8,0.3584999999999998
8,0.16800000000000012
8,0.21599999999999994
8,0.21400000000000013
8,0.004999999999999999
8,0.14600000000000013
8,-0.000499999999999999
9,0.209
9,-0.03799999999999999
9,0.11299999999999999
9,0.3299999999999999
9,0.32599999999999996
9,0.22599999999999995
9,0.11199999999999989
9,0.07500000000000007
9,0.0005000000000000102
9,0.20500000000000004
10,0.3920000000000002
10,0.386
10,0.11649999999999996
10,0.09250000000000011
10,0.19549999999999992
10,0.3090000000000001
10,0.2785
10,0.26249999999999984
10,0.34599999999999986
10,0.045999999999999985
11,0.18000000000000005
11,0.37849999999999995
11,0.10700000000000019
11,0.36449999999999994
11,0.2955
11,0.20750000000000007
11,0.15100000000000027
11,0.3845
11,0.23099999999999996
11,0.06700000000000003
12,0.17699999999999996
12,0.149
12,0.254
12,0.2939999999999998
12,0.14249999999999988
12,0.21400000000000005
12,0.5770000000000005
12,0.342
12,0.3404999999999999
12,0.11400000000000012
13,0.2805
13,0.296
13,0.5280000000000009
13,0.40299999999999997
13,0.3625
13,0.14399999999999993
13,0.24249999999999985
13,0.12100000000000011
13,0.24
13,0.3119999999999999
14,0.18850000000000008
14,0.333
14,0.13999999999999999
14,-0.018000000000000006
14,0.4884999999999996
14,0.23
14,0.06250000000000001
14,0.04800000000000001
14,0.23300000000000012
14,0.12149999999999996
15,0.282
15,0.3114999999999998
15,0.30099999999999993
15,0.2569999999999999
15,0.5145000000000004
15,0.3344999999999998
15,0.22499999999999998
15,0.5809999999999993
15,0.14499999999999993
15,0.5110000000000005
16,0.14800000000000005
16,0.27799999999999997
16,0.10599999999999998
16,0.13299999999999998
16,0.12800000000000003
16,0.34600000000000003
16,0.26499999999999996
16,0.38050000000000006
16,-0.026500000000000003
16,0.22399999999999998
17,0.265
17,0.0825
17,0.20600000000000016
17,0.2810000000000001
17,0.2409999999999999
17,0.29249999999999987
17,0.6539999999999995
17,0.551
17,0.09500000000000014
17,0.332
18,0.47299999999999964
18,0.39549999999999996
18,0.1999999999999999
18,0.41650000000000004
18,0.35500000000000015
18,0.23549999999999996
18,0.16950000000000012
18,0.3625000000000002
18,0.4265
18,0.4464999999999997
19,0.38900000000000007
19,0.495
19,0.4855000000000006
19,-0.2525000000000002
19,0.26999999999999996
19,0.13449999999999998
19,0.0555
19,0.264
19,0.32650000000000007
19,0.4514999999999997
20,0.4524999999999996
20,0.018999999999999993
20,0.6614999999999991
20,0.21549999999999997
20,0.41749999999999987
20,0.2504999999999999
20,0.48599999999999993
20,0.36849999999999994
20,0.4170000000000001
20,0.6349999999999996
21,0.21500000000000008
21,0.41700000000000015
21,0.47300000000000003
21,0.5670000000000003
21,0.7264999999999998
21,0.3010000000000002
21,0.3630000000000001
21,0.27
21,0.37000000000000005
21,0.25199999999999995
22,0.6130000000000005
22,0.10199999999999988
22,0.2595
22,-0.14400000000000016
22,0.2085
22,0.4529999999999996
22,0.732
22,0.4889999999999997
22,0.42800000000000016
22,0.10750000000000001
23,0.5825
23,0.46849999999999964
23,0.34900000000000003
23,0.48050000000000004
23,0.6105000000000004
23,0.10699999999999997
23,0.3270000000000001
23,0.19800000000000015
23,0.14499999999999988
23,-0.05999999999999999
24,0.20850000000000007
24,0.569
24,0.6090000000000002
24,0.4524999999999998
24,0.07599999999999998
24,0.11150000000000007
24,0.24499999999999986
24,0.5645
24,0.5829999999999994
24,0.5430000000000003
25,0.5219999999999997
25,0.4349999999999992
25,0.38299999999999995
25,0.2664999999999996
25,-0.07949999999999995
25,0.205
25,0.2985000000000001
25,0.3340000000000002
25,-0.16200000000000006
25,0.6594999999999991
26,0.486
26,0.39899999999999985
26,-0.10149999999999997
26,-0.060999999999999985
26,0.6924999999999996
26,0.6770000000000003
26,0.05699999999999998
26,0.7499999999999996
