Rewire Probability,retrievability
0,0.8079999999999997
0,0.8049999999999994
0,0.8609999999999997
0,0.8099999999999996
0,0.7989999999999996
0,0.8234999999999997
0,0.7649999999999996
0,0.8504999999999996
0,0.8049999999999996
0,0.7944999999999997
0,0.7854999999999994
0,0.8214999999999995
0,0.7569999999999996
0,0.7879999999999997
0,0.8334999999999997
0,0.7849999999999996
0,0.7734999999999996
0,0.7814999999999995
0,0.7819999999999995
0,0.7894999999999994
0,0.7669999999999995
0,0.7964999999999995
0,0.8059999999999998
0,0.7544999999999997
0,0.8104999999999996
0,0.8204999999999997
0,0.8129999999999997
0,0.7914999999999996
0,0.7924999999999995
0,0.8444999999999997
1,0.7244999999999996
1,0.7534999999999995
1,0.8134999999999996
1,0.8014999999999994
1,0.8734999999999996
1,0.8769999999999996
1,0.9179999999999997
1,0.8939999999999997
1,0.8959999999999998
1,0.8949999999999999
1,0.8794999999999997
1,0.8784999999999998
1,0.95
1,0.9079999999999998
1,0.9094999999999996
1,0.9189999999999996
1,0.9329999999999997
1,0.8759999999999998
1,0.9004999999999996
1,0.9105
1,0.8904999999999995
1,0.9049999999999997
1,0.9214999999999997
1,0.9469999999999997
1,0.9279999999999997
1,0.9049999999999997
1,0.9404999999999998
1,0.9159999999999998
1,0.9019999999999997
1,0.9109999999999998
2,0.9470000000000001
2,0.9304999999999999
2,0.8589999999999993
2,0.8369999999999994
2,0.8539999999999993
2,0.8504999999999994
2,0.7924999999999993
2,0.7589999999999997
2,0.7714999999999993
2,0.8059999999999995
2,0.7784999999999992
2,0.7664999999999996
2,0.7319999999999994
2,0.8054999999999995
2,0.7944999999999997
2,0.7724999999999994
2,0.7324999999999997
2,0.6974999999999997
2,0.7349999999999995
2,0.7424999999999994
2,0.6419999999999998
2,0.5634999999999999
2,0.47650000000000015
2,0.6285
2,0.4709999999999998
2,0.5219999999999999
2,0.4579999999999997
2,0.5715
2,0.5249999999999998
2,0.6259999999999999
3,0.4754999999999999
3,0.5320000000000005
3,0.4680000000000002
3,0.42550000000000004
3,0.4614999999999999
3,0.46049999999999985
3,0.3515
