Rewire Probability,retrievability
0,0.7586666666666662
0,0.7355555555555553
0,0.7497777777777773
0,0.7642222222222217
0,0.7544444444444443
0,0.7571111111111106
0,0.767555555555555
0,0.7573333333333333
0,0.7724444444444436
0,0.7755555555555551
1,0.6848888888888888
1,0.6904444444444446
1,0.580888888888889
1,0.5895555555555559
1,0.6142222222222218
1,0.6148888888888886
1,0.5724444444444441
1,0.5771111111111107
1,0.5704444444444444
1,0.5779999999999998
2,0.6208888888888887
2,0.6079999999999998
2,0.6164444444444444
2,0.6028888888888888
2,0.6011111111111109
2,0.5757777777777775
2,0.5648888888888888
2,0.5264444444444447
2,0.5133333333333333
2,0.4413333333333334
3,0.4197777777777778
3,0.42355555555555574
3,0.41288888888888886
3,0.42977777777777765
3,0.48844444444444485
3,0.5144444444444447
3,0.5182222222222223
3,0.4857777777777782
3,0.5666666666666671
3,0.5728888888888888
4,0.5799999999999998
4,0.6531111111111112
4,0.6504444444444443
4,0.6191111111111112
4,0.6293333333333327
4,0.6302222222222224
4,0.6513333333333327
4,0.629111111111111
4,0.6024444444444442
4,0.613111111111111
5,0.6262222222222225
5,0.6493333333333332
5,0.5528888888888891
5,0.5815555555555556
5,0.5533333333333335
5,0.4993333333333335
5,0.4944444444444446
5,0.5153333333333334
5,0.5840000000000004
5,0.5786666666666664
6,0.4126666666666663
6,0.5644444444444443
6,0.5324444444444445
6,0.4824444444444444
6,0.47200000000000003
6,0.28044444444444405
6,0.23933333333333323
6,0.2828888888888887
6,0.3373333333333332
6,0.21599999999999991
7,0.4157777777777777
7,0.3822222222222221
7,0.2708888888888885
7,0.25422222222222196
7,0.24755555555555536
7,0.3059999999999995
7,0.2682222222222219
7,0.3151111111111109
7,0.25599999999999973
7,0.28022222222222193
8,0.2537777777777776
8,0.32999999999999974
8,0.3655555555555554
8,0.32599999999999957
8,0.34777777777777735
8,0.3097777777777775
8,0.16822222222222244
8,0.18266666666666664
8,0.20155555555555554
8,0.13133333333333316
9,0.17022222222222236
9,0.25577777777777744
9,0.1644444444444445
9,0.20511111111111105
9,0.20711111111111094
9,0.27177777777777745
9,0.2826666666666663
9,0.31155555555555514
9,0.24466666666666645
9,0.3084444444444441
10,0.18111111111111103
10,0.33555555555555544
10,0.2891111111111108
10,0.29111111111111093
10,0.3026666666666668
10,0.21999999999999978
10,0.37466666666666676
10,0.3682222222222223
10,0.3188888888888885
10,0.3408888888888887
11,0.17266666666666666
11,0.3155555555555553
11,0.1906666666666665
11,0.19088888888888875
11,0.1988888888888888
11,0.2022222222222222
11,0.28955555555555534
11,0.2235555555555554
11,0.3235555555555555
11,0.39177777777777784
12,0.3586666666666667
12,0.3384444444444443
12,0.33488888888888874
12,0.3568888888888888
12,0.44444444444444436
12,0.44999999999999996
12,0.4675555555555557
12,0.48844444444444457
12,0.36977777777777776
12,0.37999999999999967
13,0.4635555555555556
13,0.3457777777777777
13,0.34599999999999964
13,0.32266666666666644
13,0.24977777777777768
13,0.2533333333333332
13,0.26844444444444426
13,0.2971111111111109
13,0.261111111111111
13,0.303333333333333
14,0.2939999999999998
14,0.1548888888888889
14,0.11444444444444438
14,0.1977777777777777
14,0.31733333333333336
14,0.3055555555555554
14,0.2671111111111111
14,0.24755555555555545
14,0.21711111111111092
14,0.24266666666666656
15,0.2604444444444443
15,0.31399999999999983
15,0.2548888888888887
15,0.29466666666666663
15,0.26244444444444426
15,0.22088888888888888
15,0.24311111111111086
15,0.27911111111111103
15,0.31799999999999995
15,0.26066666666666655
16,0.26911111111111086
16,0.28822222222222205
16,0.20999999999999985
16,0.22533333333333314
16,0.27044444444444443
16,0.2628888888888889
16,0.2699999999999999
16,0.16688888888888884
16,0.3404444444444443
16,0.3884444444444444
17,0.17288888888888893
17,0.3424444444444445
17,0.20311111111111096
17,0.211111111111111
17,0.2886666666666663
17,0.28311111111111087
17,0.17422222222222214
17,0.31333333333333313
17,0.32066666666666666
17,0.30644444444444435
18,0.23844444444444435
18,0.18955555555555542
18,0.2897777777777776
18,0.24755555555555536
18,0.19022222222222215
18,0.13311111111111107
18,0.26288888888888884
18,0.24377777777777776
18,0.2597777777777777
18,0.3475555555555555
19,0.24333333333333315
19,0.26933333333333315
19,0.2355555555555554
19,0.21622222222222218
19,0.14688888888888887
19,0.1908888888888888
19,0.18644444444444447
19,0.18088888888888868
19,0.22844444444444456
19,0.1924444444444445
20,0.2006666666666666
20,0.17111111111111107
20,0.17488888888888887
20,0.2284444444444443
20,0.09800000000000003
20,0.14911111111111106
20,0.21777777777777765
20,0.1908888888888888
20,0.24888888888888874
20,0.323111111111111
21,0.33488888888888874
21,0.2515555555555555
21,0.19199999999999984
21,0.1957777777777777
21,0.24355555555555522
21,0.24088888888888874
21,0.13777777777777778
21,0.045555555555555544
21,0.24355555555555533
21,0.16422222222222224
22,0.20355555555555543
22,0.2206666666666665
22,0.174
22,0.23599999999999988
22,0.2546666666666667
22,0.2677777777777776
22,0.2346666666666664
22,0.18733333333333338
22,0.2175555555555555
22,0.17711111111111105
23,0.1082222222222222
23,0.2188888888888888
23,0.2506666666666666
23,0.291111111111111
23,0.16422222222222224
23,0.1833333333333333
23,0.17244444444444448
23,0.34022222222222226
23,0.21933333333333316
23,0.19911111111111096
24,0.2955555555555556
24,0.20088888888888867
24,0.1944444444444444
24,0.25933333333333325
24,0.14422222222222228
24,0.22355555555555548
24,0.33688888888888885
24,0.24622222222222206
24,0.2342222222222221
24,0.11488888888888896
