Rewire Probability,retrievability
0,0.7668888888888884
0,0.7571111111111105
0,0.7588888888888883
0,0.7531111111111107
0,0.7637777777777773
0,0.7499999999999994
0,0.7546666666666657
0,0.7575555555555549
0,0.7599999999999997
0,0.7535555555555551
5,0.7602222222222217
5,0.7526666666666658
5,0.7599999999999996
5,0.7631111111111109
5,0.7502222222222217
5,0.7699999999999992
5,0.7511111111111106
5,0.753555555555555
5,0.7519999999999996
5,0.744444444444444
10,0.7342222222222214
10,0.7508888888888885
10,0.7435555555555554
10,0.7455555555555552
10,0.7551111111111104
10,0.741555555555555
10,0.7633333333333329
10,0.763555555555555
10,0.7591111111111104
10,0.779111111111111
15,0.7553333333333327
15,0.7411111111111106
15,0.773333333333332
15,0.7639999999999993
15,0.758666666666666
15,0.7615555555555551
15,0.7546666666666663
15,0.7422222222222219
15,0.7544444444444441
15,0.7577777777777771
20,0.7582222222222218
20,0.7275555555555552
20,0.7662222222222214
20,0.7593333333333327
20,0.7791111111111105
20,0.7724444444444436
20,0.7771111111111104
20,0.748666666666666
20,0.7655555555555553
20,0.7586666666666663
25,0.7515555555555556
25,0.7871111111111105
25,0.6813333333333331
25,0.759333333333332
25,0.7537777777777772
25,0.7355555555555554
25,0.7573333333333332
25,0.7255555555555553
25,0.759333333333332
25,0.7748888888888886
30,0.7553333333333329
30,0.7344444444444441
30,0.7757777777777775
30,0.7591111111111105
30,0.7728888888888877
30,0.7653333333333328
30,0.7557777777777772
30,0.7582222222222217
30,0.7655555555555549
30,0.7417777777777772
35,0.7686666666666659
35,0.752444444444444
35,0.7837777777777775
35,0.7815555555555552
35,0.7466666666666658
35,0.7613333333333331
35,0.7717777777777778
35,0.7484444444444435
35,0.7502222222222218
35,0.7659999999999992
40,0.7542222222222216
40,0.7617777777777772
40,0.7524444444444438
40,0.7453333333333333
40,0.7457777777777771
40,0.7215555555555551
40,0.7431111111111107
40,0.7793333333333328
40,0.7293333333333328
40,0.7691111111111106
45,0.6844444444444442
45,0.7879999999999991
45,0.7475555555555551
45,0.7677777777777769
45,0.7373333333333331
45,0.7591111111111107
45,0.7504444444444439
45,0.7777777777777771
45,0.7591111111111107
45,0.7306666666666659
50,0.7599999999999993
50,0.7413333333333328
50,0.7399999999999995
50,0.7662222222222209
50,0.7915555555555547
50,0.7713333333333326
50,0.7460000000000001
50,0.7526666666666664
50,0.7626666666666654
50,0.7435555555555553
55,0.7346666666666658
55,0.7679999999999993
55,0.7677777777777773
55,0.7799999999999996
55,0.6713333333333331
55,0.7773333333333323
55,0.759999999999999
55,0.7422222222222219
55,0.7306666666666659
55,0.7466666666666661
60,0.7651111111111105
60,0.7813333333333327
60,0.7593333333333327
60,0.766666666666666
60,0.7877777777777772
60,0.7226666666666667
60,0.7093333333333329
60,0.7333333333333336
60,0.762888888888888
60,0.7604444444444444
65,0.7924444444444441
65,0.7831111111111108
65,0.7871111111111111
65,0.7324444444444437
65,0.7848888888888884
65,0.7646666666666658
65,0.7713333333333326
65,0.7462222222222219
65,0.7322222222222214
65,0.7548888888888886
70,0.8111111111111107
70,0.7573333333333335
70,0.7595555555555552
70,0.7582222222222219
70,0.7608888888888888
70,0.7808888888888881
70,0.7617777777777771
70,0.7480000000000001
70,0.7724444444444436
70,0.7415555555555551
75,0.7422222222222217
75,0.7133333333333327
75,0.7375555555555549
75,0.7435555555555546
75,0.7633333333333332
75,0.7679999999999991
75,0.7562222222222217
75,0.7386666666666659
75,0.7657777777777771
75,0.7871111111111107
80,0.7253333333333322
80,0.7777777777777776
80,0.7608888888888876
80,0.730888888888888
80,0.7748888888888886
80,0.8026666666666668
80,0.752
80,0.6999999999999994
80,0.7359999999999991
80,0.7322222222222219
85,0.7251111111111104
85,0.8093333333333331
85,0.7724444444444442
85,0.772666666666667
85,0.6857777777777776
85,0.7422222222222216
85,0.7559999999999993
85,0.742222222222222
85,0.7526666666666658
85,0.7713333333333334
90,0.7662222222222212
90,0.7555555555555543
90,0.7608888888888878
90,0.7324444444444441
90,0.7524444444444442
90,0.7719999999999994
90,0.7362222222222219
90,0.7475555555555543
90,0.7517777777777765
90,0.787111111111111
95,0.7539999999999987
95,0.7942222222222219
95,0.7204444444444446
95,0.7531111111111113
95,0.7022222222222225
95,0.7326666666666661
95,0.7677777777777774
95,0.7157777777777778
95,0.706444444444444
95,0.7864444444444438
100,0.7462222222222213
100,0.7084444444444439
100,0.7393333333333325
100,0.7888888888888882
100,0.7775555555555549
100,0.730666666666666
100,0.7706666666666664
100,0.7431111111111106
100,0.7588888888888876
100,0.7519999999999996
105,0.7782222222222215
105,0.7608888888888892
105,0.7591111111111108
105,0.806222222222222
105,0.7084444444444443
105,0.7151111111111109
105,0.7439999999999993
105,0.7671111111111111
105,0.7159999999999996
105,0.7642222222222209
110,0.7495555555555551
110,0.7417777777777772
110,0.8068888888888885
110,0.8011111111111109
110,0.7611111111111104
110,0.7251111111111106
110,0.7791111111111106
110,0.717777777777777
110,0.7188888888888886
110,0.7446666666666658
115,0.7755555555555544
115,0.7268888888888883
115,0.7786666666666658
115,0.7219999999999996
115,0.7264444444444439
115,0.7504444444444437
115,0.7479999999999992
115,0.720222222222221
115,0.7195555555555554
115,0.7606666666666658
120,0.7404444444444442
120,0.7142222222222222
120,0.752888888888888
120,0.76711111111111
120,0.7702222222222223
120,0.7211111111111106
120,0.7822222222222208
120,0.7277777777777772
120,0.759999999999999
120,0.7662222222222218
125,0.7802222222222222
125,0.7677777777777764
125,0.7562222222222218
125,0.7428888888888888
125,0.7304444444444437
125,0.7097777777777777
125,0.7284444444444438
125,0.7375555555555547
125,0.7399999999999991
125,0.7448888888888885
130,0.728222222222222
130,0.7219999999999994
130,0.7873333333333329
130,0.7635555555555549
130,0.7891111111111109
130,0.720888888888889
130,0.7417777777777765
130,0.740888888888889
130,0.6560000000000008
130,0.7566666666666658
135,0.7351111111111104
135,0.6568888888888899
135,0.7977777777777777
135,0.7433333333333327
135,0.7731111111111117
135,0.7679999999999998
135,0.7304444444444436
135,0.7733333333333338
135,0.721777777777778
135,0.7517777777777777
140,0.7777777777777779
140,0.6955555555555557
140,0.706
140,0.7417777777777771
140,0.7733333333333333
140,0.689777777777777
140,0.7368888888888889
140,0.6984444444444442
140,0.7608888888888876
140,0.7499999999999996
145,0.7113333333333332
145,0.7631111111111099
145,0.7344444444444446
145,0.766444444444444
145,0.6548888888888885
145,0.7386666666666659
145,0.8015555555555552
145,0.7662222222222215
145,0.7088888888888881
145,0.7051111111111109
150,0.7239999999999993
150,0.7235555555555555
150,0.6893333333333332
150,0.7386666666666665
150,0.7693333333333336
150,0.6597777777777779
150,0.7480000000000001
150,0.7168888888888881
150,0.7684444444444438
150,0.7904444444444441
155,0.7297777777777771
155,0.7164444444444446
155,0.7751111111111105
155,0.7935555555555551
155,0.7173333333333325
155,0.7255555555555544
155,0.7115555555555554
155,0.7057777777777773
155,0.7595555555555555
155,0.743333333333332
160,0.7933333333333321
160,0.7446666666666657
160,0.7686666666666657
160,0.7508888888888883
160,0.7119999999999996
160,0.7459999999999991
160,0.7526666666666667
160,0.6635555555555552
160,0.7088888888888892
160,0.7291111111111109
165,0.7775555555555562
165,0.624
165,0.6946666666666664
165,0.7531111111111103
165,0.6906666666666669
165,0.7617777777777778
165,0.6975555555555547
165,0.7146666666666656
165,0.7833333333333325
165,0.6931111111111106
170,0.6008888888888888
170,0.762888888888889
170,0.6751111111111104
170,0.7088888888888885
170,0.7402222222222224
170,0.7426666666666659
170,0.7626666666666654
170,0.764888888888889
170,0.6688888888888888
170,0.7266666666666657
175,0.7379999999999995
175,0.7811111111111115
175,0.7717777777777782
175,0.6853333333333331
175,0.7122222222222225
175,0.6844444444444434
175,0.7644444444444448
175,0.7324444444444445
175,0.7902222222222217
175,0.775777777777778
180,0.7279999999999991
180,0.7315555555555545
180,0.7239999999999991
180,0.720222222222222
180,0.7533333333333324
180,0.743333333333333
180,0.7395555555555546
180,0.6415555555555552
180,0.7342222222222224
180,0.7128888888888882
185,0.749333333333333
185,0.7553333333333326
185,0.7257777777777776
185,0.7588888888888884
185,0.709333333333332
185,0.6960000000000001
185,0.7451111111111105
185,0.6639999999999993
185,0.7213333333333324
185,0.7579999999999987
190,0.7188888888888892
190,0.721777777777778
190,0.7133333333333326
190,0.7277777777777774
190,0.7255555555555552
190,0.6691111111111114
190,0.7371111111111106
190,0.7288888888888881
190,0.7802222222222217
190,0.7524444444444433
195,0.7213333333333328
195,0.7751111111111109
195,0.7662222222222228
195,0.7786666666666666
195,0.749333333333333
195,0.679555555555555
195,0.7768888888888887
195,0.769333333333333
195,0.7622222222222217
195,0.7448888888888877
200,0.693777777777777
200,0.7728888888888877
200,0.711111111111111
200,0.7435555555555553
200,0.7699999999999995
200,0.7377777777777769
200,0.7013333333333326
200,0.7731111111111098
200,0.6995555555555558
