Rewire Probability,retrievability
0,0.32199999999999984
0,0.2689999999999999
0,0.29549999999999993
0,0.24349999999999988
0,0.23949999999999994
0,0.3304999999999999
0,0.23900000000000002
0,0.3704999999999996
0,0.3039999999999998
0,0.28449999999999986
1,0.1659999999999999
1,0.12200000000000003
1,0.05650000000000008
1,0.11449999999999996
1,0.11299999999999998
1,0.131
1,0.14750000000000002
1,0.02450000000000005
1,0.059000000000000025
1,0.20799999999999993
2,0.08800000000000002
2,0.06950000000000005
2,0.16549999999999998
2,0.1729999999999999
2,-0.09300000000000001
2,0.004500000000000001
2,0.04350000000000003
2,0.007500000000000009
2,-0.046999999999999924
2,-0.04999999999999999
3,0.03300000000000002
3,0.046000000000000006
3,0.09799999999999995
3,0.09699999999999999
3,-0.017
3,-0.04099999999999998
3,0.103
3,-0.001999999999999989
3,-0.014999999999999996
3,-0.0375
4,-0.006999999999999993
4,0.058499999999999996
4,0.006500000000000009
4,0.047
4,-0.05750000000000001
4,0.088
4,-0.026999999999999993
4,-0.018500000000000027
4,-0.09049999999999994
4,-0.19400000000000003
5,-0.4354999999999996
5,-0.34100000000000014
5,-0.38000000000000006
5,-0.3440000000000001
5,-0.3994999999999999
5,-0.17200000000000007
5,-0.024000000000000004
5,-0.2435000000000004
5,-0.23300000000000037
5,-0.27950000000000047
6,-0.09349999999999996
6,-0.07249999999999998
6,-0.13149999999999984
6,-0.084
6,-0.166
6,-0.134
6,-0.14600000000000007
6,0.041999999999999996
6,0.04999999999999999
6,-0.024000000000000004
7,-0.08399999999999999
7,-0.10750000000000005
7,0.03600000000000001
7,0.15749999999999997
7,-0.04550000000000001
7,0.028999999999999995
7,-0.2930000000000001
7,-0.24750000000000014
7,-0.3575
7,-0.24050000000000016
8,-0.3904999999999999
8,-0.5379999999999994
8,-0.589999999999999
8,-0.5119999999999996
8,-0.5179999999999997
8,-0.3879999999999996
8,-0.5189999999999997
8,-0.5769999999999996
8,-0.5379999999999997
8,-0.5429999999999997
9,-0.5459999999999997
9,-0.5189999999999998
9,-0.41600000000000065
9,-0.35700000000000054
9,-0.3820000000000006
9,-0.4595000000000002
9,-0.5040000000000002
9,-0.371
9,-0.19599999999999987
9,-0.2984999999999997
10,-0.3264999999999999
10,-0.48699999999999977
10,-0.14300000000000007
10,-0.07600000000000007
10,-0.3430000000000003
10,-0.28900000000000015
10,-0.47700000000000004
10,-0.2575000000000002
10,-0.21599999999999997
10,-0.010499999999999999
11,0.020000000000000007
11,-0.01750000000000001
11,0.14849999999999997
11,0.22250000000000003
11,0.05900000000000003
11,-0.1984999999999999
11,-0.28449999999999975
11,-0.5460000000000005
11,-0.31000000000000055
11,-0.2820000000000002
12,-0.09699999999999993
12,-0.12049999999999984
12,-0.3084999999999998
12,-0.014499999999999997
12,0.03900000000000001
12,-0.2569999999999999
12,-0.2560000000000001
12,0.1345000000000001
12,0.1275
12,0.056000000000000015
13,0.12850000000000003
13,0.13499999999999995
13,0.15300000000000002
13,-0.09449999999999995
13,-0.2265000000000001
13,-0.10700000000000001
13,-0.12600000000000006
13,-0.12599999999999997
13,-0.17400000000000013
13,-0.19150000000000017
14,-0.13550000000000004
14,-0.11800000000000002
14,0.04800000000000002
14,0.06550000000000003
14,0.024999999999999994
14,0.020000000000000004
14,0.026000000000000006
14,-0.04100000000000004
14,0.04499999999999999
14,-0.12849999999999998
15,0.010999999999999996
15,0.08800000000000001
15,0.2199999999999999
15,0.19500000000000003
15,0.21200000000000013
15,0.21599999999999994
15,0.295
15,0.2909999999999999
15,0.30899999999999994
15,0.3149999999999999
16,0.316
16,0.31399999999999983
16,0.34299999999999975
16,0.3499999999999998
16,0.3489999999999997
16,0.36099999999999965
16,0.35699999999999976
16,0.34699999999999975
16,0.3599999999999996
16,0.35799999999999954
17,0.3499999999999997
17,0.3599999999999996
17,0.3509999999999998
17,0.3449999999999997
17,0.3439999999999999
17,0.3539999999999997
17,0.3459999999999998
17,0.34799999999999964
17,0.3539999999999997
17,0.35399999999999987
18,0.35399999999999954
18,0.3489999999999997
18,0.34699999999999975
18,0.3519999999999996
18,0.35199999999999965
18,0.3419999999999998
18,0.39999999999999925
18,0.39999999999999925
18,0.39999999999999925
18,0.39999999999999925
19,0.39999999999999925
19,0.39999999999999925
19,0.39999999999999925
19,0.39999999999999925
19,0.39999999999999925
19,0.39999999999999925
19,0.39999999999999925
19,0.39999999999999925
19,0.39999999999999925
19,0.39999999999999925
20,0.39999999999999925
20,0.39999999999999925
20,0.39999999999999925
20,0.39999999999999925
20,0.39999999999999925
20,0.39999999999999925
20,0.39999999999999925
20,0.39999999999999925
20,0.39999999999999925
20,0.39999999999999925
21,0.39999999999999925
21,0.39999999999999925
21,0.39999999999999925
21,0.39999999999999925
21,0.39999999999999925
21,0.39999999999999925
21,0.39999999999999925
21,0.39999999999999925
21,0.39999999999999925
21,0.39999999999999925
22,0.39999999999999925
22,0.39999999999999925
22,0.39999999999999925
22,0.39999999999999925
22,0.39999999999999925
22,0.39999999999999925
22,0.39999999999999925
22,0.39999999999999925
22,0.39999999999999925
22,0.39999999999999925
23,0.39999999999999925
23,0.39999999999999925
23,0.39999999999999925
23,0.39999999999999925
23,0.39999999999999925
23,0.39999999999999925
23,0.39999999999999925
23,0.39999999999999925
23,0.39999999999999925
23,0.39999999999999925
24,0.39999999999999925
24,0.39999999999999925
24,0.39999999999999925
24,0.39999999999999925
24,0.39999999999999925
24,0.39999999999999925
24,0.39999999999999925
24,0.39999999999999925
24,0.39999999999999925
24,0.39999999999999925
