edges,variation_of_information,retrievability,stability
1,1.11201985247,0.012800000000000016,0.04000000000000003
1,1.1100256686,-0.1439999999999997,-0.1199999999999998
1,1.1008930099,0.16799999999999968,0.19999999999999962
1,1.1008930099,0.1583999999999997,0.19999999999999962
1,0.989587521222,0.1199999999999998,0.1199999999999998
1,0.989587521222,0.1199999999999998,0.1199999999999998
1,0.904381457724,-0.35999999999999965,-0.35999999999999965
1,0.998845535995,-0.04000000000000003,-0.04000000000000003
1,0.998845535995,-0.04000000000000003,-0.04000000000000003
1,0.989587521222,0.1199999999999998,0.1199999999999998
2,1.07714233086,0.3263999999999996,0.35999999999999965
2,0.998845535995,-0.04000000000000003,-0.04000000000000003
2,1.1995546769,0.18399999999999975,0.28000000000000036
2,1.21815264908,-0.05840000000000003,0.04000000000000003
2,0.989587521222,-0.1199999999999998,-0.1199999999999998
2,1.04689627202,-0.03840000000000002,0.04000000000000003
2,1.10143773676,-0.07040000000000005,-0.04000000000000003
2,1.2702441942,0.028800000000000013,0.1199999999999998
2,1.21255420302,0.2895999999999996,0.35999999999999965
2,1.05554722172,-0.2383999999999996,-0.19999999999999962
3,1.02960772897,-0.32320000000000043,-0.28000000000000036
3,1.36228531691,-0.0176,0.1199999999999998
3,1.14299776322,0.2879999999999996,0.35999999999999965
3,1.19427982369,-0.04480000000000002,0.04000000000000003
3,1.17813041743,0.04160000000000002,0.1199999999999998
3,1.21654418677,-0.20800000000000005,-0.1199999999999998
3,1.25427757657,0.12479999999999977,0.19999999999999962
3,1.38813524683,0.14319999999999977,0.19999999999999962
3,1.26963503939,0.06160000000000003,0.19999999999999962
3,1.14052396287,0.44160000000000016,0.520000000000001
4,1.19200500084,0.09759999999999999,0.19999999999999962
4,1.23281370917,0.2831999999999996,0.35999999999999965
4,1.14161272843,0.0016000000000000031,0.04000000000000003
4,0.998845535995,0.04000000000000003,0.04000000000000003
4,1.05934010906,0.030400000000000024,0.04000000000000003
4,1.18851667427,-0.06240000000000004,0.04000000000000003
4,1.28515191197,0.19679999999999997,0.28000000000000036
4,1.08336547707,-0.0015999999999999914,0.04000000000000003
4,1.06370673089,-0.06160000000000004,-0.04000000000000003
4,1.12243962535,0.07360000000000005,0.1199999999999998
5,0.998845535995,-0.04000000000000003,-0.04000000000000003
