edges,variation_of_information,runtime
1,0.904381457724,0.00019926071166992187
1,0.989587521222,0.00023829221725463868
1,0.795040279385,0.00022277116775512695
1,0.970950594455,0.0002043914794921875
1,1.11983468213,0.00023962259292602538
1,0.970950594455,0.00019624948501586914
1,0.942683189255,0.0002505040168762207
1,0.970950594455,0.00021064519882202148
1,0.942683189255,0.00023797035217285156
1,0.989587521222,0.00022212982177734374
2,1.12504456856,0.00023273468017578124
2,1.1051376959,0.000306856632232666
2,1.12307724336,0.0002974891662597656
2,0.970950594455,0.0002213120460510254
2,0.989587521222,0.0003548312187194824
2,0.998845535995,0.0002090907096862793
2,1.02292834472,0.00021847009658813478
2,1.0894748378,0.00021957874298095704
2,0.998845535995,0.0017567944526672363
2,1.20556607528,0.0005729150772094727
3,1.15997995584,0.0003787374496459961
3,1.00435293054,0.0002403545379638672
3,1.18047011319,0.00023739099502563478
3,0.989587521222,0.0002615666389465332
3,0.970950594455,0.00023524999618530274
3,1.05571882656,0.00022073745727539063
3,1.23446465042,0.00027362585067749025
3,1.16307448276,0.0002459573745727539
3,1.06778529585,0.00021750926971435546
3,0.998845535995,0.00023374795913696288
4,0.942683189255,0.0002573418617248535
4,1.11771803781,0.0002150392532348633
4,0.85545081056,0.0002128911018371582
4,0.942683189255,0.00020064830780029298
4,0.942683189255,0.0002478361129760742
4,1.11330084184,0.0001973080635070801
4,1.10051568891,0.0002060556411743164
4,1.09746582313,0.00025086164474487306
4,1.09241067077,0.0002643036842346191
4,1.05337133874,0.0002343297004699707
5,1.18099839714,0.00031002521514892576
5,1.06915403445,0.0002575922012329102
5,1.08360317186,0.00022158145904541016
5,1.22725043065,0.00021464109420776367
5,0.904381457724,0.0002341318130493164
5,1.13342026666,0.00024815082550048827
5,1.0894748378,0.0002961540222167969
5,1.22085588416,0.0002147102355957031
5,0.995504078706,0.00023093223571777344
5,1.10941490925,0.00023001909255981445
6,1.19207697968,0.0002812361717224121
6,0.966258074112,0.0002503371238708496
6,0.998845535995,0.00020572423934936524
6,0.970950594455,0.00022711277008056642
6,0.989587521222,0.00023746013641357422
6,1.08747709147,0.00021715641021728517
6,0.989587521222,0.0002124929428100586
6,0.989587521222,0.00022310733795166015
6,1.07797225882,0.0002462005615234375
6,1.35573741083,0.00022074222564697266
7,1.14688601918,0.0002039647102355957
7,1.26356625298,0.0003766703605651855
7,1.19386807931,0.00023321866989135743
7,0.998464015703,0.00021181821823120116
7,1.01314318056,0.00023538589477539062
7,1.07090766731,0.0003919506072998047
7,1.20331750814,0.0003028225898742676
7,1.25284081221,0.0003267216682434082
7,0.989587521222,0.00023082494735717773
7,0.942683189255,0.00021879911422729493
8,0.904381457724,0.00023872137069702148
8,1.10766858553,0.00024226665496826172
8,1.2192377005,0.00021162986755371093
8,1.04748563802,0.00022449731826782227
8,1.31062000445,0.00023299455642700195
8,1.12176900048,0.0002116250991821289
8,1.22798347593,0.00021600961685180664
8,1.12438241587,0.00020516157150268554
8,1.19656286659,0.000246891975402832
8,1.19300721221,0.00019786834716796874
9,1.28331178772,0.0002137899398803711
9,0.96290086245,0.0001999545097351074
9,1.07334538948,0.0002751779556274414
9,0.989587521222,0.0002503085136413574
9,0.998845535995,0.00021815061569213867
9,1.23002192624,0.00021950244903564452
9,1.18985801099,0.00026611804962158205
9,1.11530262411,0.0003004956245422363
9,1.10794996315,0.00020866870880126954
9,1.14355470988,0.0002191901206970215
10,1.29301471769,0.00021761894226074219
10,1.05225197536,0.00021341800689697265
10,0.970950594455,0.00023100614547729491
10,1.2183521718,0.000255579948425293
10,1.09645616321,0.00024323463439941407
10,1.04152892584,0.00023820161819458009
10,1.2440063795,0.00021245956420898438
10,1.25080576465,0.0002159309387207031
10,1.12531557963,0.00025027990341186523
10,1.02954244785,0.0002579832077026367
11,1.06096138968,0.00022221803665161132
11,1.05979290411,0.00021994352340698242
11,1.09567761086,0.0002482485771179199
11,1.18908439048,0.00023874521255493164
11,1.09197268471,0.00022815942764282227
11,1.00371232844,0.00020987749099731444
11,1.07056534266,0.0002427339553833008
11,0.970950594455,0.00021401643753051757
11,1.21462716819,0.00020584821701049804
11,0.989587521222,0.00028908967971801757
12,1.00586567147,0.00023170948028564453
12,1.16020016223,0.00022459030151367188
12,1.22536041798,0.00022409439086914062
12,0.970950594455,0.00026761770248413087
12,1.51907252015,0.00026189327239990235
12,1.19966140406,0.00022500991821289062
12,1.20659858967,0.0002153325080871582
12,1.15814992207,0.00020782232284545897
12,1.40912787803,0.00023755073547363282
12,1.23450742177,0.00023169517517089843
13,1.33296757984,0.00028149604797363283
13,1.10191506354,0.00025192975997924806
13,1.4896911632,0.00029240846633911134
13,1.22357884563,0.000208892822265625
13,1.4519610724,0.0002662897109985352
13,1.16999170313,0.00024474143981933593
13,1.35580253837,0.00022399425506591797
13,1.08776034961,0.0002242255210876465
13,1.18174501201,0.0002277660369873047
13,1.15020418054,0.0002511930465698242
14,1.19385491167,0.00022816896438598633
14,1.25490051982,0.0002469778060913086
14,1.14865848972,0.0002273416519165039
14,1.25079422176,0.00023229122161865233
14,1.17264702345,0.00022586822509765625
14,1.0958850924,0.00021106481552124023
14,1.0476508496,0.0002796435356140137
14,1.39010446262,0.0002970528602600098
14,1.26914256179,0.0002967643737792969
14,1.27163416562,0.00022884130477905274
15,1.40864171625,0.00024016857147216798
15,1.06662598081,0.00024854421615600587
15,1.30823912447,0.00021730899810791016
15,1.23028811412,0.00022188186645507812
15,1.34972331892,0.00021770477294921875
15,1.21314170481,0.00025211095809936525
15,1.18556667235,0.0002463722229003906
15,1.17107572051,0.0002228212356567383
15,1.15544488653,0.00021216392517089844
15,1.18008359717,0.00021998405456542968
16,1.21675102153,0.00025539398193359376
16,1.4148535256,0.0002281951904296875
16,1.61887084606,0.00030605077743530275
16,1.19455006419,0.0002514004707336426
16,1.32160940251,0.00027667760848999024
16,1.17675127573,0.00023021936416625977
16,1.1850783677,0.00019709587097167968
16,1.20634421729,0.0002151942253112793
16,1.24454191848,0.0002489948272705078
16,1.336572127,0.00032452821731567385
17,1.27148115594,0.00025065183639526366
17,1.17118019201,0.000215909481048584
17,1.23737470438,0.0002456235885620117
17,1.48428973581,0.00024523258209228514
17,1.13093269963,0.00020268678665161133
17,1.41223425922,0.0002190089225769043
17,1.31762417667,0.00021710872650146484
17,1.25470062906,0.0002622079849243164
17,1.14703864484,0.0002310657501220703
17,1.25316304287,0.00020417213439941407
18,1.02647866038,0.0002307271957397461
18,1.18397309142,0.0002809715270996094
18,1.06480226849,0.0002106022834777832
18,1.22073155242,0.0002250075340270996
18,1.23644066112,0.00026168346405029295
18,1.31755482505,0.0002600765228271484
18,1.21981740113,0.000255887508392334
18,1.21538234569,0.00023581504821777345
18,1.10972649371,0.0002684211730957031
18,1.18662467235,0.00028732538223266604
19,1.37987207786,0.00024568796157836914
19,1.6370818703,0.00025795936584472657
19,1.20706330208,0.0002134108543395996
19,1.60186128437,0.0002477312088012695
19,1.34336629654,0.0003266739845275879
19,1.16211941731,0.00028330564498901367
19,1.15264775621,0.0002463197708129883
19,1.3264397881,0.00022601604461669922
19,1.30175761601,0.0002356696128845215
19,1.46044523331,0.00024616479873657227
20,1.33269896267,0.0002339768409729004
