edges,variation_of_information,runtime
100,1.76869518211,0.00259244441986084
100,1.83656951116,0.0026141119003295897
100,1.78611376194,0.00240717887878418
100,1.76538965265,0.0024428677558898924
100,1.63510229568,0.0022701144218444822
100,1.70478882942,0.0023203086853027344
100,1.8227870477,0.0025079965591430662
100,1.79079123873,0.0024222922325134277
100,1.78458237498,0.002454469203948975
100,1.6996529666,0.002321312427520752
150,1.8598655182,0.002615175247192383
150,1.88668724039,0.002520902156829834
150,1.866785031,0.0026030206680297853
150,1.87518227448,0.002569432258605957
150,1.909269921,0.0025324535369873045
150,1.89106976329,0.0025728654861450193
150,1.88466521632,0.0026416754722595214
150,1.89191454347,0.0026667189598083498
150,1.88809521286,0.0027414751052856445
150,1.91503718177,0.0027515482902526855
200,1.87831575561,0.004208967685699463
200,1.90969036759,0.0031508231163024903
200,1.91884882086,0.0029302096366882325
200,1.86334006212,0.0031865644454956055
200,1.88122556329,0.0030013179779052736
200,1.87864399481,0.0033067178726196287
200,1.81240838466,0.003384528160095215
200,1.9143274436,0.002821168899536133
200,1.80280266264,0.002783498764038086
200,1.87466393842,0.0034900522232055664
250,1.80789175956,0.0031684088706970216
250,1.90067523,0.002909543514251709
250,1.88824059779,0.0028291893005371093
250,1.90348933228,0.0029847908020019533
250,1.86058014825,0.0028142309188842773
250,1.79326882556,0.0029593658447265624
250,1.83109333702,0.002874472141265869
250,1.85565746995,0.003013153076171875
250,1.89499344074,0.0029534101486206055
250,1.74264889694,0.003743412494659424
300,1.82178050221,0.003539564609527588
300,1.84764009106,0.003122813701629639
300,1.75151474555,0.0031073379516601564
300,1.85447981075,0.003269462585449219
300,1.8125636738,0.0032155680656433105
300,1.82624151282,0.0032413578033447265
300,1.84562577687,0.0034366297721862794
300,1.90058801453,0.003162522315979004
300,1.86122282348,0.003047468662261963
300,1.88234628505,0.0030469560623168947
350,1.8443199055,0.003132786750793457
350,1.87061183025,0.003181653022766113
350,1.81372606205,0.0031685972213745116
350,1.80397178106,0.0033182549476623536
350,1.72779263657,0.0037551236152648924
350,1.84202839337,0.0036939191818237305
350,1.76329440566,0.0033435297012329103
350,1.8053680002,0.003210890293121338
350,1.76362705832,0.0032074713706970216
350,1.73377199479,0.00334369421005249
400,1.77949954886,0.0032280635833740233
400,1.75375492697,0.004574353694915771
400,1.84929079911,0.003556647300720215
400,1.67632561895,0.0034091758728027346
400,1.74705805816,0.0034285521507263182
400,1.80057774233,0.0032398533821105958
400,1.74742333906,0.004614126682281494
400,1.71355334025,0.0034873414039611815
400,1.86939408994,0.00333174467086792
400,1.79277067549,0.0032746100425720213
450,1.73205906617,0.0033654093742370604
450,1.85948079795,0.0032658147811889648
450,1.72587218536,0.003201572895050049
450,1.73023563803,0.003428924083709717
450,1.70625525248,0.0033498334884643553
450,1.83156211836,0.003408322334289551
450,1.72392677171,0.003902578353881836
450,1.82752078977,0.003788466453552246
450,1.83544852191,0.003424215316772461
450,1.82446416089,0.0034043526649475096
500,1.75788239678,0.0038106489181518556
500,1.73033426634,0.008387253284454346
500,1.80343071848,0.006496322154998779
500,1.78477792547,0.004639887809753418
500,1.80061105793,0.005120720863342285
500,1.76272516032,0.004535753726959229
500,1.82765538359,0.005331802368164063
500,1.79428598562,0.005165612697601319
500,1.82533159541,0.007848002910614015
500,1.76957973998,0.005275990962982178
550,1.797379332,0.00542283296585083
550,1.82655608674,0.00523106575012207
550,1.83567161624,0.004451894760131836
550,1.73974666981,0.005201668739318848
550,1.86905620445,0.005491487979888916
550,1.77057189991,0.0056259846687316895
550,1.77905336375,0.006627283096313477
550,1.78622151147,0.00728691577911377
550,1.82073216021,0.007878167629241943
550,1.77089474213,0.005297012329101562
600,1.78244249922,0.005256409645080566
600,1.71761307458,0.004599180221557617
600,1.73938454376,0.005029778480529785
600,1.8468996637,0.005133161544799805
600,1.78713458924,0.005998387336730957
600,1.77686477774,0.0060684895515441895
600,1.69002806259,0.005721266269683838
600,1.82146391186,0.005594346523284912
600,1.7125381916,0.00551708459854126
600,1.74138701444,0.005207874774932861
650,1.73393474577,0.006378550529479981
650,1.64159381007,0.006006844043731689
