edges,variation_of_information,retrievability,stability
1,0.970950594455,-0.19999999999999962,-0.19999999999999962
1,1.11015555044,0.07200000000000005,0.1199999999999998
1,1.11983468213,0.10079999999999995,0.1199999999999998
1,1.03605798521,0.4048000000000001,0.4399999999999998
1,1.07185983998,0.23840000000000017,0.28000000000000036
1,0.989587521222,-0.1199999999999998,-0.1199999999999998
1,0.989587521222,-0.1199999999999998,-0.1199999999999998
1,0.998845535995,0.04000000000000003,0.04000000000000003
1,1.0954680768,-0.1503999999999997,-0.1199999999999998
1,0.998845535995,-0.04000000000000003,-0.04000000000000003
2,1.20007853149,0.09440000000000007,0.19999999999999962
2,1.20007853149,0.08720000000000003,0.19999999999999962
2,1.22843060481,0.03360000000000002,0.1199999999999998
2,1.0515176575,-0.1359999999999997,-0.1199999999999998
2,0.989587521222,0.1199999999999998,0.1199999999999998
2,0.998845535995,0.04000000000000003,0.04000000000000003
2,0.998845535995,0.04000000000000003,0.04000000000000003
2,1.03908144237,-0.030400000000000014,0.04000000000000003
2,0.998845535995,-0.04000000000000003,-0.04000000000000003
2,1.07143902367,0.03200000000000002,0.04000000000000003
3,1.20091310469,0.2680000000000003,0.28000000000000036
3,1.07246291483,-0.2048,-0.1199999999999998
3,1.13106258712,-0.10719999999999985,-0.04000000000000003
3,0.970950594455,-0.19999999999999962,-0.19999999999999962
3,0.904381457724,-0.35999999999999965,-0.35999999999999965
3,1.27407124972,0.09119999999999999,0.1199999999999998
3,1.05430611964,0.12159999999999985,0.19999999999999962
3,1.24220048766,0.1807999999999997,0.19999999999999962
3,1.23463432127,-0.0024,0.1199999999999998
3,1.13996987141,-0.23840000000000022,-0.1199999999999998
4,1.10569299807,0.21120000000000008,0.28000000000000036
4,1.04512603275,0.33599999999999963,0.35999999999999965
4,1.10786690007,-0.05920000000000002,0.04000000000000003
4,1.24220048766,-0.03040000000000001,0.1199999999999998
4,1.05100045351,-0.10400000000000002,0.04000000000000003
4,1.31039839132,0.02800000000000002,0.04000000000000003
4,1.20679049346,0.15279999999999966,0.28000000000000036
4,1.04417853338,-0.3976000000000004,-0.28000000000000036
4,1.26605365397,-0.05680000000000003,-0.04000000000000003
4,1.10290313767,0.11359999999999985,0.19999999999999962
5,0.881906850131,0.6016000000000005,0.6800000000000002
5,1.21560964909,0.011200000000000019,0.1199999999999998
5,1.09815255922,0.10319999999999992,0.1199999999999998
5,1.18601519661,5.967448757360216e-18,0.04000000000000003
5,1.05158541849,0.3632000000000003,0.4399999999999998
5,1.25189168958,0.11039999999999985,0.1199999999999998
5,1.22490486594,0.14640000000000006,0.35999999999999965
5,1.06659945783,0.02880000000000002,0.04000000000000003
5,1.21477883187,-0.08480000000000006,0.04000000000000003
5,1.10404756308,0.21120000000000008,0.28000000000000036
6,1.15263607408,-0.05600000000000003,0.04000000000000003
6,1.19642932825,-0.1415999999999997,-0.1199999999999998
6,1.13996987141,-0.26720000000000027,-0.1199999999999998
6,1.03272249691,0.03840000000000003,0.04000000000000003
6,1.18042938915,0.16479999999999986,0.28000000000000036
6,1.32093393931,0.040000000000000015,0.28000000000000036
6,1.14687789129,0.025600000000000015,0.1199999999999998
6,1.15920144116,0.18559999999999982,0.28000000000000036
6,1.26778895143,-0.10400000000000002,0.1199999999999998
6,1.08267955032,-0.038400000000000024,0.04000000000000003
7,1.2358802357,0.20639999999999958,0.35999999999999965
7,1.12065399244,0.0144,0.1199999999999998
7,1.26650456754,-0.1199999999999998,-0.1199999999999998
7,1.24083803773,0.11039999999999987,0.1199999999999998
7,1.10511809301,0.10239999999999987,0.19999999999999962
7,1.12367407361,0.3007999999999998,0.35999999999999965
7,0.957341440504,-0.43440000000000006,-0.35999999999999965
7,1.22096427874,-0.06080000000000003,0.04000000000000003
7,1.13321835875,0.03120000000000002,0.1199999999999998
7,1.07134054873,-0.1039999999999999,-0.04000000000000003
8,1.14469048223,0.16159999999999983,0.19999999999999962
8,1.11589400444,0.10719999999999988,0.1199999999999998
8,1.22961296497,0.15840000000000004,0.28000000000000036
8,1.05987985821,0.2768000000000004,0.28000000000000036
8,1.24720813759,-0.05920000000000004,0.19999999999999962
8,1.07895019434,0.2727999999999997,0.35999999999999965
8,1.17439619269,-0.15519999999999978,-0.04000000000000003
8,1.18759604933,0.2512000000000003,0.28000000000000036
8,1.22126212656,0.16719999999999974,0.28000000000000036
8,1.18167898494,0.060000000000000046,0.1199999999999998
9,1.22503206866,0.017599999999999984,0.19999999999999962
9,1.32943395616,0.019999999999999987,0.28000000000000036
9,1.29968389717,0.1199999999999998,0.1199999999999998
9,1.22141316048,-0.05920000000000004,-0.04000000000000003
9,1.1783197995,0.3824000000000003,0.600000000000001
9,1.04929860096,0.47520000000000073,0.520000000000001
9,1.2206148669,-0.07840000000000005,0.04000000000000003
9,1.28677104322,0.04320000000000003,0.28000000000000036
9,1.21843293159,-0.04000000000000003,-0.04000000000000003
9,1.06037920427,-0.2512000000000002,-0.1199999999999998
10,1.19459199099,0.03840000000000001,0.19999999999999962
10,1.27681664594,0.19519999999999965,0.19999999999999962
10,1.21366340434,0.11679999999999995,0.28000000000000036
10,1.25785318607,0.2720000000000003,0.28000000000000036
10,1.18696701988,0.4399999999999998,0.4399999999999998
10,1.14410644024,0.46960000000000063,0.520000000000001
10,0.992353183097,-0.18879999999999977,-0.04000000000000003
10,1.21831336765,0.11999999999999993,0.28000000000000036
10,1.12220895133,-0.022400000000000003,0.1199999999999998
10,1.14895888176,0.520000000000001,0.520000000000001
11,1.22804588998,0.07200000000000005,0.1199999999999998
11,1.2027670071,0.18399999999999966,0.19999999999999962
11,0.999930791303,0.5584000000000009,0.600000000000001
11,1.16211230337,-0.008799999999999997,0.1199999999999998
11,1.17988226258,0.03200000000000001,0.19999999999999962
11,1.23368449821,0.3567999999999996,0.35999999999999965
11,1.20458867675,0.0888,0.1199999999999998
11,1.05096412152,-0.22160000000000005,0.04000000000000003
11,1.1476803333,0.32879999999999965,0.35999999999999965
11,1.26005965913,0.12799999999999992,0.35999999999999965
12,1.21319043362,0.18640000000000004,0.28000000000000036
12,1.26999983679,0.19199999999999964,0.19999999999999962
12,1.19125855262,-0.09440000000000019,0.04000000000000003
12,1.12186134256,-0.12159999999999989,0.04000000000000003
12,1.2021105206,0.16479999999999995,0.28000000000000036
12,1.16841013909,0.44560000000000066,0.520000000000001
12,1.05488512065,0.34720000000000034,0.4399999999999998
12,1.10112056278,-0.19839999999999955,-0.04000000000000003
12,1.22105191521,0.35999999999999965,0.35999999999999965
12,1.1503167469,0.33599999999999963,0.35999999999999965
13,1.23771739366,0.35599999999999965,0.35999999999999965
13,1.25264945054,0.27600000000000036,0.28000000000000036
13,1.03883368903,0.35680000000000045,0.4399999999999998
13,1.21972210823,0.30479999999999974,0.35999999999999965
13,1.31243392245,0.1199999999999998,0.1199999999999998
13,1.22974115595,0.4399999999999998,0.4399999999999998
13,1.12689763489,0.08799999999999995,0.19999999999999962
13,1.25368371909,0.13519999999999988,0.35999999999999965
13,1.07669406121,0.4880000000000008,0.520000000000001
13,1.24777451878,-0.056800000000000024,-0.04000000000000003
14,1.31238880314,-0.01520000000000003,0.35999999999999965
14,1.28908059021,0.28000000000000036,0.28000000000000036
14,1.33460441081,0.19999999999999962,0.19999999999999962
14,1.11822479927,-0.06080000000000002,0.04000000000000003
14,1.20766324937,0.27360000000000034,0.28000000000000036
14,1.23377950064,0.042400000000000035,0.19999999999999962
14,1.2217683524,0.11599999999999991,0.19999999999999962
14,1.3496909025,0.02879999999999989,0.35999999999999965
14,1.24758618191,0.11199999999999984,0.1199999999999998
14,1.16147144351,0.3424000000000003,0.4399999999999998
15,1.2235502376,0.03200000000000008,0.19999999999999962
15,1.08942371971,0.07840000000000005,0.19999999999999962
15,1.07780867412,-0.0144,0.1199999999999998
15,1.25784950039,-0.06720000000000004,0.19999999999999962
15,1.22099274739,0.012000000000000018,0.28000000000000036
15,0.92370626846,0.6607999999999999,0.6800000000000002
15,1.32254600672,-0.16959999999999997,0.19999999999999962
15,1.24770259291,0.2791999999999998,0.35999999999999965
15,1.33092126162,-0.036800000000000006,0.28000000000000036
15,1.27179718514,0.16800000000000004,0.4399999999999998
16,1.09545114112,-0.12959999999999977,-0.04000000000000003
16,1.15096032711,0.010400000000000012,0.28000000000000036
16,1.26902765725,0.1199999999999998,0.1199999999999998
16,1.09328324716,0.30399999999999977,0.35999999999999965
16,1.1377832873,0.42,0.520000000000001
16,1.16745297905,0.022400000000000017,0.1199999999999998
16,1.29759624753,-0.16399999999999992,0.1199999999999998
16,1.23798855092,0.23600000000000018,0.4399999999999998
16,1.19078395722,0.2096,0.28000000000000036
16,1.2717844441,0.0072,0.28000000000000036
17,1.25836909492,0.11679999999999982,0.1199999999999998
17,1.18088202937,0.43359999999999976,0.4399999999999998
17,1.19281366778,0.13679999999999984,0.19999999999999962
17,1.21894423388,0.13999999999999985,0.19999999999999962
17,1.13285576503,0.5120000000000009,0.520000000000001
17,1.16000010483,0.4416000000000006,0.520000000000001
17,1.32963651559,-0.08640000000000006,0.35999999999999965
17,1.21271917599,0.3439999999999997,0.35999999999999965
17,1.20860652938,0.41840000000000005,0.600000000000001
17,1.32349660698,0.19999999999999962,0.19999999999999962
18,1.30531933078,0.11519999999999982,0.1199999999999998
18,1.15920555278,-0.03679999999999999,0.04000000000000003
18,1.30404098502,0.27520000000000033,0.28000000000000036
18,1.0310753618,0.593600000000001,0.600000000000001
18,1.10395311109,0.34640000000000015,0.4399999999999998
18,1.26922682514,0.22880000000000028,0.28000000000000036
