edges,variation_of_information,retrievability,stability
1,0.904381457724,0.2399999999999996,0.2399999999999996
1,1.08747709147,-0.10960000000000009,-0.08000000000000006
1,1.06788728408,-0.23359999999999975,-0.19999999999999962
1,1.09534650374,0.1272000000000001,0.16000000000000011
1,1.09946356946,0.15439999999999968,0.19999999999999962
1,0.970950594455,-0.1199999999999998,-0.1199999999999998
1,0.942683189255,-0.1199999999999998,-0.1199999999999998
1,0.970950594455,-0.16000000000000011,-0.16000000000000011
1,0.922614322514,-0.2759999999999997,-0.2399999999999996
1,1.12087199199,0.03760000000000002,0.08000000000000006
1,0.989587521222,-0.1199999999999998,-0.1199999999999998
1,1.1051376959,-0.03440000000000002,0.0
1,0.970950594455,-0.08000000000000006,-0.08000000000000006
1,1.01567037205,0.3247999999999998,0.35999999999999965
1,0.998845535995,0.0,0.0
1,1.04012214376,-0.08160000000000003,-0.04000000000000003
1,1.06355588217,-0.1607999999999997,-0.1199999999999998
1,1.01348208838,0.39039999999999986,0.4399999999999998
1,0.989587521222,-0.04000000000000003,-0.04000000000000003
1,0.989587521222,-0.04000000000000003,-0.04000000000000003
1,0.989587521222,0.08000000000000006,0.08000000000000006
1,1.11829558737,-0.07920000000000006,-0.04000000000000003
1,1.0894748378,0.20239999999999994,0.2399999999999996
1,0.970950594455,-0.16000000000000011,-0.16000000000000011
1,0.998845535995,0.0,0.0
1,0.942683189255,-0.16000000000000011,-0.16000000000000011
1,0.989587521222,-0.08000000000000006,-0.08000000000000006
1,0.998845535995,-0.04000000000000003,-0.04000000000000003
1,0.904381457724,0.19999999999999962,0.19999999999999962
1,1.07266130017,0.001600000000000007,0.04000000000000003
1,0.942683189255,0.0,0.0
1,0.989587521222,-0.08000000000000006,-0.08000000000000006
1,1.06213950302,0.11840000000000009,0.16000000000000011
1,1.07948610614,0.1639999999999997,0.19999999999999962
1,1.08360317186,0.044800000000000034,0.08000000000000006
1,1.11269331167,0.08080000000000005,0.1199999999999998
1,0.998845535995,-0.04000000000000003,-0.04000000000000003
1,1.06778529585,0.08400000000000002,0.1199999999999998
1,0.970950594455,-0.04000000000000003,-0.04000000000000003
1,1.07185983998,0.11440000000000008,0.16000000000000011
1,0.904381457724,0.19999999999999962,0.19999999999999962
1,1.08148385248,-0.06960000000000005,-0.04000000000000003
1,0.85545081056,0.2399999999999996,0.2399999999999996
1,1.11420354998,-0.004000000000000006,0.04000000000000003
1,0.989587521222,0.04000000000000003,0.04000000000000003
1,0.942683189255,0.1199999999999998,0.1199999999999998
1,0.85545081056,0.16000000000000011,0.16000000000000011
1,0.904381457724,0.08000000000000006,0.08000000000000006
1,0.965241638639,0.23839999999999997,0.28000000000000036
1,1.14585889158,-0.035200000000000016,0.0
1,0.85545081056,-0.2399999999999996,-0.2399999999999996
1,1.10976670329,0.003199999999999995,0.04000000000000003
1,1.06740040159,-0.08080000000000005,-0.04000000000000003
1,0.998845535995,-0.04000000000000003,-0.04000000000000003
1,0.989587521222,0.08000000000000006,0.08000000000000006
1,0.989587521222,-0.08000000000000006,-0.08000000000000006
1,1.04986407302,-0.1615999999999997,-0.1199999999999998
1,1.05863223731,0.12240000000000008,0.16000000000000011
1,0.989587521222,0.0,0.0
1,1.09828233671,-0.07440000000000006,-0.04000000000000003
1,0.970950594455,0.04000000000000003,0.04000000000000003
1,0.942683189255,-0.16000000000000011,-0.16000000000000011
1,0.989587521222,-0.1199999999999998,-0.1199999999999998
1,0.942683189255,-0.08000000000000006,-0.08000000000000006
1,0.989587521222,-0.04000000000000003,-0.04000000000000003
1,0.970950594455,-0.04000000000000003,-0.04000000000000003
1,0.970950594455,-0.16000000000000011,-0.16000000000000011
1,0.904381457724,-0.28000000000000036,-0.28000000000000036
1,1.01522673595,-0.15279999999999969,-0.1199999999999998
1,0.904381457724,0.1199999999999998,0.1199999999999998
1,1.10421405893,0.004799999999999998,0.04000000000000003
1,1.04811044017,0.2736,0.32000000000000023
1,0.998845535995,0.04000000000000003,0.04000000000000003
1,1.11669271337,0.09279999999999994,0.1199999999999998
1,1.02960772897,0.2783999999999999,0.32000000000000023
1,1.08348159881,-0.0023999999999999946,0.04000000000000003
1,0.970950594455,0.16000000000000011,0.16000000000000011
1,0.970950594455,-0.08000000000000006,-0.08000000000000006
1,1.12131472035,0.07680000000000006,0.1199999999999998
1,0.989587521222,-0.08000000000000006,-0.08000000000000006
1,1.08446557673,0.20319999999999985,0.2399999999999996
1,0.989587521222,0.08000000000000006,0.08000000000000006
1,0.998845535995,-0.04000000000000003,-0.04000000000000003
1,0.988238861431,-0.001600000000000014,0.04000000000000003
1,1.0789054831,-0.12480000000000009,-0.08000000000000006
1,0.942683189255,0.1199999999999998,0.1199999999999998
1,0.942683189255,-0.08000000000000006,-0.08000000000000006
1,0.998845535995,0.0,0.0
1,1.0954680768,0.004000000000000007,0.04000000000000003
1,1.11438170987,-0.03760000000000002,0.0
1,1.04937719053,0.19759999999999994,0.2399999999999996
1,0.970950594455,0.1199999999999998,0.1199999999999998
1,0.998845535995,-0.04000000000000003,-0.04000000000000003
1,1.11420354998,0.1216000000000001,0.16000000000000011
1,0.970950594455,-0.04000000000000003,-0.04000000000000003
1,0.970950594455,0.08000000000000006,0.08000000000000006
1,0.998845535995,0.04000000000000003,0.04000000000000003
1,0.85545081056,0.28000000000000036,0.28000000000000036
1,1.10318847902,0.11600000000000009,0.16000000000000011
1,1.11722973891,0.04320000000000002,0.08000000000000006
2,1.03283285709,-0.15599999999999967,-0.1199999999999998
2,1.02754470152,-0.008000000000000002,0.0
2,1.05687860445,0.08320000000000002,0.1199999999999998
2,1.01251686815,0.36639999999999967,0.39999999999999925
2,1.00380670402,0.19759999999999991,0.2399999999999996
2,1.14205590918,-0.11039999999999985,-0.04000000000000003
2,0.975253761242,0.29359999999999997,0.35999999999999965
2,1.19689768839,0.15920000000000012,0.2399999999999996
2,1.19065305947,0.15920000000000012,0.2399999999999996
2,1.08747709147,0.12320000000000007,0.16000000000000011
2,0.942683189255,0.08000000000000006,0.08000000000000006
2,0.904381457724,0.16000000000000011,0.16000000000000011
2,0.964071250545,0.36319999999999963,0.39999999999999925
2,1.13193359674,0.040000000000000015,0.08000000000000006
2,1.09639019316,0.034400000000000014,0.08000000000000006
2,1.05863223731,-0.15279999999999969,-0.1199999999999998
2,1.17801711957,0.014400000000000003,0.1199999999999998
2,0.989587521222,-0.04000000000000003,-0.04000000000000003
2,1.05512497159,-0.034400000000000014,0.0
2,1.0789054831,-0.11600000000000009,-0.08000000000000006
2,0.942683189255,-0.16000000000000011,-0.16000000000000011
2,1.06096138968,-0.0072,0.0
2,1.13078245117,0.1655999999999997,0.19999999999999962
2,1.17860647491,0.08160000000000003,0.16000000000000011
2,1.17846115261,0.2363999999999996,0.2399999999999996
2,1.01025696026,0.12480000000000009,0.16000000000000011
2,0.970950594455,0.08000000000000006,0.08000000000000006
2,0.998845535995,0.0,0.0
2,0.795040279385,0.2399999999999996,0.2399999999999996
2,1.0246970658,0.12080000000000007,0.16000000000000011
2,1.17036664189,-0.048800000000000024,0.04000000000000003
2,0.989587521222,0.0,0.0
2,1.12329033289,0.1591999999999997,0.19999999999999962
2,0.970950594455,0.0,0.0
2,1.08331236204,-0.07360000000000005,-0.04000000000000003
2,1.05210615846,0.11039999999999983,0.1199999999999998
2,1.04286041203,-0.2195999999999998,-0.1199999999999998
2,1.03758232669,-0.07200000000000005,0.0
2,0.970950594455,0.19999999999999962,0.19999999999999962
2,0.989587521222,0.04000000000000003,0.04000000000000003
