edges,perf
1,0.989587521222
1,0.989587521222
1,1.04320715935
1,0.972972497434
1,1.10421405893
1,0.989587521222
1,0.970950594455
1,1.11420354998
1,0.970950594455
1,0.970950594455
2,1.19731210787
2,0.954708145789
2,1.15584385556
2,0.967582414828
2,1.05863223731
2,0.904381457724
2,1.13195093674
2,1.02262913868
2,1.10830609632
2,1.11504609167
3,1.20475161822
3,0.970950594455
3,1.07479567295
3,1.20949808544
3,1.19547415225
3,0.970950594455
3,1.09147258413
3,1.05863223731
3,1.17897140126
3,1.10143773676
4,1.16167997706
4,1.21310549008
4,1.27590751595
4,1.23819113324
4,1.04274060157
4,1.13108494921
4,1.12087199199
4,1.1033113508
4,1.09241067077
4,1.07056534266
5,1.1656448337
5,1.46093080166
5,1.51933921433
5,1.07714233086
5,1.25410019048
5,1.27670951609
5,1.21181035928
5,1.10580872356
5,1.0954680768
5,1.28257904197
6,1.27771714318
6,1.47019385946
6,0.970950594455
6,1.25807179318
6,1.16732038836
6,1.13960421589
6,1.24829362099
6,1.26734346119
6,1.18870095207
6,1.26534922667
7,1.42736707453
7,1.20994382008
7,1.1856856083
7,1.37064860279
7,1.17290886782
7,1.12887785971
7,1.22055494081
7,1.11668214071
7,1.14427468337
7,1.26173642174
8,1.22609122767
8,1.44642221988
8,1.2834607882
8,1.37116907252
8,1.32088234673
8,1.17367498116
8,1.25906100134
8,1.30488454933
8,1.25987814256
8,1.09279022541
9,1.21210896182
9,1.24157361474
9,1.2731601958
9,1.2169770309
9,1.46087295976
9,1.20321262573
9,1.4851876279
9,1.17887866993
9,1.47822000149
9,1.4856720969
10,1.29598207793
10,1.17524728424
10,1.20342178233
10,1.34229486202
10,1.20219793492
10,1.39676683406
10,1.5943578039
10,1.17137100601
10,1.6730835383
10,1.3012072124
11,1.4205371478
11,1.34747354485
11,1.20685747644
11,1.19381105361
11,1.18123996629
11,1.24853813018
11,1.60072829836
11,1.41952555452
11,1.32159837523
11,1.29707366374
12,1.24460868148
12,1.25919213735
12,1.30386374354
12,1.18388808813
12,1.36837041467
12,1.2574352021
12,1.24806172671
12,1.26679034651
12,1.36506248905
12,1.29354214191
13,1.16504961688
13,1.17505745655
13,1.55158840781
13,1.43283942121
13,1.26538308385
13,1.18125491364
13,1.16648403972
13,1.44706043651
13,1.60186718282
13,1.2445313808
14,1.50732840424
14,1.25458355302
14,1.29961466004
14,1.24173842623
14,1.2613460562
14,1.23086852714
14,1.29276365893
14,1.38433571132
14,1.43656636824
14,1.5244303222
15,1.09838109624
15,1.07400493979
15,1.59795135963
15,1.46355684033
15,1.38781133992
15,1.22993981303
15,1.17295698165
15,1.29253737993
15,1.08748504095
15,1.50282536559
16,1.2224287776
16,1.29747119806
16,1.37301376168
16,1.19125094926
16,1.52734196429
16,1.2936190476
16,1.33501368233
16,1.35805816273
16,1.49736657292
16,1.33550790497
17,1.34545829464
17,1.56184607473
17,1.37082587997
17,1.34735748236
17,1.26517422348
17,1.25204938073
17,1.03421400059
17,1.38741693424
17,1.26429871428
17,1.10514563363
18,1.38860276647
18,1.3091894186
18,1.17980894726
18,1.47180870979
18,1.30312711971
18,1.30336588369
18,1.59093075284
18,1.25405861494
18,1.27036597397
18,1.32598815995
19,1.56924942281
19,1.36480148908
19,0.963050012717
19,1.44499392796
19,1.14446725351
19,1.31190813318
19,1.2307568638
19,1.29926352396
19,1.44701191458
19,1.15989375478
20,1.18107469779
20,1.4954350919
20,1.30852305238
20,1.29976239236
20,1.48511656855
20,1.55687221736
20,1.08719989029
20,1.45326780383
20,1.72172608094
20,1.20152016607
21,1.46149846191
21,1.43921156908
21,1.46457335119
21,1.41469584975
21,1.38562510305
21,1.3979003071
21,1.40458137312
21,1.50570082146
21,1.56888660478
21,1.14950804064
22,1.28144782513
22,1.1798240478
22,1.08965760059
22,1.45360981975
22,1.27594253353
22,1.12042646634
22,0.999863337692
22,1.24247387387
22,1.40528809565
22,1.52835370458
23,1.23026846978
23,1.04798002546
23,1.20479409798
23,1.50264046068
23,1.3989279304
23,1.14136298774
23,1.49088566783
23,0.905734584654
23,1.2018681964
23,1.21838048552
24,1.49536319566
24,1.4044938907
24,1.37303806274
24,1.28062130163
24,0.704279821368
24,1.37956491173
24,1.65207219909
24,1.12719695185
24,0.979489493132
24,1.05377723026
25,1.33787377738
25,1.40899227133
25,1.59502642291
25,0.881754051356
25,0.779669532399
25,1.36654824851
25,1.09151525716
25,1.28250186704
25,1.32983942703
25,1.35761156849
26,1.35274859793
26,0.87769474837
26,1.23359864908
26,1.04115889962
26,1.36013999555
26,1.41050061021
26,1.29732012428
26,1.25955760451
26,1.41203361554
26,1.22320759657
27,1.10779932387
27,0.652280654849
27,1.32856587631
27,1.39342966244
27,1.15757055961
27,1.25063985455
27,1.26333120267
27,1.45895601965
27,1.52960817311
27,1.19645318148
28,1.30272348241
28,1.18653443334
28,1.27524363086
28,1.30918614267
28,1.28460289503
28,1.33945471899
28,0.992947992954
28,1.30939767277
28,1.18100195295
28,1.26011313185
29,1.27941925403
29,1.28452347783
29,1.06405724127
29,1.3063897994
29,0.927494798016
29,1.3308576794
29,1.14481846609
29,0.984365078634
29,1.30600794636
29,0.850618987198
30,0.661180097803
30,1.37952469073
30,1.11559991989
30,1.02238596331
30,0.875359864774
30,1.52746913288
30,1.42147576708
30,1.42442384159
30,1.33027252653
30,1.18634355669
31,1.09995054537
31,1.04704791206
31,1.06204923975
31,1.26946375403
31,1.13103618149
31,0.906663110109
31,1.28589707408
31,1.523059566
31,1.10314774623
31,0.575418035383
32,1.18596357937
32,1.13196932289
32,1.16531321686
32,0.742388987312
32,0.86129075158
32,0.442496568794
32,1.12185070048
32,1.24087537733
32,1.04176692691
32,0.918339993192
33,1.06707913627
33,1.20271651679
33,0.918952880411
33,1.08506171726
33,1.0680296691
33,0.773934895324
33,1.00096810928
33,0.875417291201
33,1.31013030501
33,1.3244064803
34,0.881830726
34,0.723746450517
34,0.693330843602
34,0.740092766406
34,0.507227187195
34,1.44569525345
34,1.37098849437
34,0.939842774415
34,0.242696704924
34,0.791025489297
35,1.26062061689
35,0.850590679078
35,0.806206944298
35,0.631595618764
35,0.714498305165
35,1.10709556165
35,0.925813844441
35,0.732407372377
35,0.0823381548411
35,0.974413915709
36,0.808213876086
36,1.53908927848
36,0.869188547175
36,1.06700633728
36,0.905769577426
36,1.13753814476
36,0.65642918825
36,1.19736540098
36,1.37524607718
36,0.876582000908
37,1.21408710568
37,0.852694406648
37,0.52698843338
37,1.11299478949
37,0.815483227377
37,1.23752059904
37,1.10279576459
37,0.490059395752
37,0.77191699464
37,0.262719413418
38,1.06280459122
38,0.814605177684
38,0.640014464633
38,0.93804828736
38,1.20344757915
38,0.636216107533
38,0.974117351182
38,0.75205781116
38,0.694276119587
38,0.68437613968
39,0.401733719605
39,0.859482434816
39,0.446011227004
39,1.01893971791
39,0.869597712422
39,0.790998915094
39,0.0903684653135
39,1.01912183912
39,1.04573454904
39,0.956294955912
40,0.6951844718
40,0.794644217101
40,1.12699859643
40,0.779023415289
40,0.645946631967
40,1.07075475762
40,0.860378825941
40,1.03702866319
40,0.353991708655
40,1.17025397048
41,0.953681813114
41,0.938719715076
