edges,Mutual Information of States,retrievability
7,0.0,-0.012799999999999994
7,0.0,0.024000000000000018
7,0.0,-0.04480000000000001
7,0.0,-0.024
7,0.0,0.5868000000000009
7,0.0,0.13919999999999988
7,0.0,0.019200000000000016
7,0.0,-0.03200000000000001
7,0.0,0.028400000000000012
7,0.0,0.09759999999999995
7,0.403463880071,0.2991999999999998
7,0.406893306174,0.058400000000000035
7,0.406522191065,0.35919999999999974
7,0.405394275258,0.19920000000000002
7,0.406522191065,0.47599999999999926
7,0.400647732569,-0.16159999999999994
7,0.405394275258,0.15920000000000012
7,0.396811890812,0.35199999999999965
7,0.403463880071,0.06720000000000004
7,0.403463880071,-0.11680000000000008
7,0.651916466323,-0.06720000000000004
7,0.653415497239,0.03680000000000001
7,0.637459623382,-0.03760000000000002
7,0.653415497239,0.5252000000000004
7,0.804157482466,0.09559999999999999
7,0.802537554329,0.024800000000000023
7,0.653415497239,-0.17919999999999967
7,0.653415497239,0.1431999999999997
7,0.799227676897,-0.035200000000000016
7,0.637459623382,0.4784000000000004
7,1.02984108313,0.19039999999999999
7,1.04017284573,0.07360000000000005
7,1.02984108313,0.2031999999999999
7,1.04017284573,-0.17959999999999976
7,0.839546688131,-0.18960000000000005
7,0.989500587549,0.37039999999999984
7,1.02984108313,-0.12080000000000009
7,1.04142165876,0.1416000000000001
7,1.04017284573,0.24199999999999988
7,1.04017284573,-0.10560000000000008
7,1.41311153245,0.3311999999999998
7,1.35127042366,0.19999999999999996
7,1.35127042366,0.10000000000000005
7,1.42521926301,-0.03680000000000003
7,1.35127042366,0.23120000000000002
7,1.39523721935,0.3671999999999997
7,1.42521926301,0.05240000000000003
7,1.39523721935,0.03800000000000002
7,1.35127042366,0.27159999999999995
7,1.35345238529,0.3295999999999998
7,1.5536164247,0.001599999999999992
7,1.52314102016,0.21519999999999995
7,1.5536164247,0.05480000000000004
7,1.5536164247,0.1263999999999998
7,1.46002192771,-0.1551999999999997
7,1.54175891203,-0.08080000000000004
7,1.3999415171,0.2976000000000001
7,1.52314102016,0.26559999999999995
7,1.5536164247,-0.09679999999999996
7,1.45311259194,0.2815999999999999
7,1.65507409707,-0.040000000000000015
7,1.65160253523,0.3959999999999996
7,1.70134584625,0.2559999999999998
7,1.51028803161,0.21679999999999988
7,1.48507403378,0.2831999999999998
7,1.70493830531,-0.05000000000000002
7,1.70493830531,-0.0008000000000000039
7,1.65160253523,0.03600000000000002
7,1.70134584625,0.16120000000000012
7,1.67134159463,0.2123999999999998
7,1.80767530652,0.06920000000000004
7,1.80767530652,0.13399999999999979
7,1.77909277871,0.08080000000000005
7,1.77909277871,0.032800000000000024
7,1.80767530652,-0.03600000000000002
7,1.59196341199,0.1503999999999997
7,1.77909277871,0.40320000000000017
7,1.75201076239,0.30479999999999996
7,1.69862156074,0.092
7,1.80767530652,-0.035200000000000016
7,1.87054589639,-0.04080000000000002
7,1.92637856563,0.26079999999999987
7,1.91400624737,0.026800000000000015
7,1.84566191544,0.30360000000000004
7,1.87054589639,0.1723999999999999
7,1.80195983949,0.20479999999999976
7,1.91400624737,-0.04800000000000002
7,1.87054589639,-0.1199999999999998
7,1.65583697211,0.21279999999999974
7,1.9403600753,0.1348
7,1.90698288163,0.2795999999999999
7,1.89426866855,-0.04800000000000002
7,1.97623055655,0.09040000000000006
7,1.96894408368,0.11200000000000009
7,1.80925232599,0.21599999999999994
7,1.7780027542,0.03280000000000002
7,1.94650378658,-0.11840000000000009
7,1.87297714666,0.0864
7,1.87297714666,0.12519999999999998
7,1.89426866855,0.11280000000000008
7,1.96825501684,0.11399999999999993
7,1.94190118891,0.014400000000000001
7,1.99555655017,0.033600000000000026
7,1.93741241634,0.04240000000000002
7,1.95427350717,0.11439999999999982
7,1.84833303074,0.1879999999999999
7,1.89844083793,0.19559999999999994
7,1.97820209846,0.10200000000000004
7,1.90213938479,0.29920000000000013
7,1.99555655017,0.17599999999999993
89,0.0,0.5532000000000008
89,0.0,0.4399999999999998
89,0.0,0.6800000000000002
89,0.0,0.3359999999999996
89,0.0,0.4128000000000005
89,0.0,0.520000000000001
89,0.0,0.7788000000000017
89,0.0,-0.5427999999999996
89,0.0,0.600000000000001
89,0.0,0.6295999999999996
89,0.405394275258,0.3544
89,0.406893306174,0.7199999999999993
89,0.405394275258,0.7931999999999985
89,0.403463880071,0.7999999999999985
89,0.406893306174,0.5192000000000005
89,0.406522191065,0.7199999999999993
89,0.403463880071,0.1848000000000001
89,0.406522191065,0.8799999999999996
89,0.403463880071,0.4799999999999992
89,0.406522191065,0.8799999999999996
89,0.804157482466,0.7600000000000002
89,0.802537554329,0.840000000000002
89,0.799227676897,0.840000000000002
89,0.804157482466,0.9200000000000014
89,0.653415497239,0.6876000000000004
89,0.802537554329,0.6032000000000002
89,0.651916466323,0.8800000000000017
89,0.802537554329,0.8528000000000016
89,0.648858155329,0.8824000000000018
89,0.628559177994,0.8936000000000014
89,1.02984108313,0.8799999999999996
89,1.02984108313,0.7999999999999985
89,0.838418772324,0.9127999999999988
89,0.83498934622,0.9231999999999989
89,1.04017284573,0.8095999999999992
89,1.04017284573,0.9263999999999989
89,1.04017284573,0.7999999999999985
89,0.83498934622,0.5903999999999999
89,1.04142165876,0.8799999999999996
89,1.03637095597,0.8711999999999996
89,1.34461965361,0.8847999999999989
89,1.43224249672,0.9127999999999998
89,1.43224249672,0.8780000000000006
89,1.10002460568,0.887999999999999
89,1.42521926301,0.252
89,1.41311153245,-0.1587999999999998
89,1.42521926301,0.712799999999999
89,1.09415014718,0.893999999999999
89,1.43224249672,0.7976000000000002
89,1.41311153245,0.9004000000000002
89,1.5536164247,0.8908000000000007
89,1.44203139083,0.8500000000000003
89,1.58345551236,0.4148000000000001
89,1.58935083026,0.8535999999999996
89,1.58345551236,0.6876000000000001
89,1.58935083026,0.9144000000000002
89,1.52515871309,-0.1736
89,1.45311259194,0.6624000000000001
89,1.54175891203,0.8588
89,1.57134643325,0.4163999999999996
89,1.62262616161,0.7879999999999998
89,1.70134584625,0.8711999999999996
89,1.70134584625,0.9179999999999998
89,1.48507403378,0.8087999999999993
89,1.67134159463,0.9236000000000001
89,1.67134159463,0.12240000000000002
89,1.64099383559,0.47120000000000006
89,1.64099383559,0.8316
89,1.70493830531,0.8268000000000005
89,1.51028803161,0.9167999999999986
89,1.78072936589,0.8240000000000021
89,1.69195883474,0.8040000000000004
89,1.78777108317,0.9224000000000002
89,1.7611976062,0.8116
89,1.59196341199,0.7640000000000005
89,1.72404626249,0.8288000000000015
89,1.75201076239,0.3115999999999998
89,1.79887610484,0.8156000000000005
89,1.80767530652,0.8379999999999995
89,1.77909277871,0.9196000000000001
89,1.88834595486,0.8912
89,1.91400624737,0.7944000000000002
89,1.92637856563,0.6999999999999997
89,1.79945198733,0.9259999999999998
89,1.80195983949,0.6604000000000009
89,1.91400624737,0.7883999999999999
89,1.882545751,0.8163999999999993
89,1.882545751,0.5584000000000007
89,1.84729850262,-0.08280000000000004
89,1.92637856563,0.8255999999999994
89,1.90118267776,0.6952000000000008
89,1.97623055655,0.9504
89,1.96894408368,0.9723999999999999
89,1.96894408368,0.5468
89,1.95218106805,0.7900000000000003
89,1.80925232599,0.613200000000001
89,1.90698288163,0.8852000000000001
89,1.90698288163,0.26319999999999977
89,1.96894408368,0.6811999999999995
89,1.94650378658,0.7507999999999998
89,1.88284852426,0.007199999999999992
89,1.98548857133,0.9067999999999998
89,1.90213938479,0.9136000000000003
89,1.84833303074,0.3668000000000001
89,1.93741241634,0.7660000000000012
89,1.89844083793,0.6112000000000011
89,1.87355685698,0.45919999999999994
89,1.99555655017,0.9540000000000002
89,1.94190118891,0.964
89,1.93741241634,0.8624000000000003
152,0.0,0.7600000000000002
152,0.0,0.9200000000000014
152,0.0,0.600000000000001
152,0.0,0.840000000000002
152,0.0,0.840000000000002
152,0.0,0.6800000000000002
152,0.0,0.8116000000000018
152,0.0,0.6800000000000002
152,0.0,0.600000000000001
152,0.0,0.7600000000000002
152,0.406522191065,0.8623999999999996
152,0.405394275258,0.8799999999999996
152,0.405394275258,0.9599999999999984
152,0.405394275258,0.8799999999999996
152,0.406893306174,0.8799999999999996
152,0.406893306174,0.8799999999999996
152,0.406522191065,0.9599999999999984
152,0.406893306174,0.7999999999999985
152,0.406893306174,0.8799999999999996
152,0.406893306174,0.8799999999999996
152,0.764168580749,0.9200000000000014
152,0.653415497239,0.9512000000000007
152,0.651916466323,0.8684000000000017
152,0.802537554329,0.9200000000000014
152,0.648858155329,0.9672000000000005
152,0.804157482466,0.9200000000000014
152,0.802537554329,0.9200000000000014
152,0.802537554329,0.9108000000000014
152,0.802537554329,0.9200000000000014
152,0.628559177994,-0.2488000000000005
152,0.829114887725,0.9247999999999987
152,1.04142165876,0.919199999999999
152,0.83498934622,0.9483999999999999
152,1.02984108313,0.8079999999999993
152,1.04142165876,0.9223999999999988
152,0.829114887725,0.9355999999999998
152,1.04017284573,0.9175999999999987
152,0.83498934622,0.9411999999999999
152,1.04142165876,0.915199999999999
152,1.03637095597,0.8875999999999995
152,1.35127042366,0.8799999999999986
152,1.43224249672,0.875999999999999
152,1.39523721935,0.8935999999999998
152,1.39523721935,0.7999999999999985
152,1.35127042366,0.8455999999999991
152,1.43454535557,0.8223999999999989
152,1.41311153245,0.8888000000000007
152,1.43454535557,0.9295999999999998
152,1.37044915841,0.8495999999999991
152,1.35127042366,0.8799999999999989
152,1.55939084538,0.9208000000000007
152,1.5536164247,0.8608000000000006
152,1.55232469348,0.6956000000000004
152,1.49656962907,0.2503999999999999
152,1.55939084538,0.9116000000000009
152,1.5536164247,0.8212000000000009
152,1.55939084538,0.8864000000000005
152,1.5536164247,0.7568000000000004
152,1.54175891203,0.9304000000000008
152,1.58345551236,0.8728000000000001
152,1.69036468295,0.6740000000000004
152,1.67134159463,0.24359999999999996
152,1.67134159463,0.8911999999999997
152,1.69036468295,0.9339999999999999
152,1.64099383559,0.9272000000000005
152,1.65160253523,0.8720000000000004
152,1.69036468295,0.9299999999999997
152,1.70134584625,0.9191999999999999
152,1.52728480473,0.8303999999999989
152,1.70493830531,0.9452000000000002
152,1.80767530652,0.9312000000000004
152,1.78777108317,0.9072000000000009
152,1.78777108317,0.9251999999999998
152,1.63449989143,0.8936000000000004
152,1.67155680877,0.4779999999999999
152,1.71574042169,0.7376000000000006
152,1.71049215723,0.6280000000000002
152,1.7611976062,0.8403999999999999
152,1.65218224555,0.9168000000000006
152,1.78777108317,0.8736000000000008
152,1.9403600753,0.9940000000000001
152,1.80586446684,0.8108000000000001
152,1.92786685981,0.958
152,1.87054589639,0.8704
152,1.79061539922,0.6880000000000005
152,1.91400624737,0.9272000000000001
152,1.92786685981,0.9579999999999999
152,1.882545751,0.7884
152,1.88834595486,0.5359999999999996
152,1.92637856563,0.9643999999999999
152,1.96894408368,0.9736000000000001
152,1.97623055655,0.9648
152,1.95218106805,0.8764000000000006
152,1.96894408368,0.9324000000000001
152,1.96894408368,0.9204000000000001
152,1.9450154924,0.8584000000000006
152,1.90698288163,0.968
152,1.96894408368,0.9803999999999999
152,1.92294765895,0.7768000000000004
152,1.95218106805,0.9540000000000002
152,1.88284852426,0.9808
152,1.99555655017,0.9832000000000001
152,1.95427350717,0.948
152,1.99555655017,0.9879999999999999
152,1.97820209846,0.8771999999999999
152,1.89844083793,0.6940000000000011
152,1.98548857133,0.9376000000000001
152,1.95427350717,0.9152000000000002
152,1.94190118891,0.988
152,1.93741241634,0.8527999999999999
208,0.0,0.7600000000000002
208,0.0,0.9200000000000014
208,0.0,0.9200000000000014
208,0.0,0.7600000000000002
208,0.0,0.7600000000000002
208,0.0,0.9200000000000014
208,0.0,0.9200000000000014
208,0.0,0.9200000000000014
208,0.0,0.7600000000000002
208,0.0,0.840000000000002
208,0.406522191065,0.9599999999999984
208,0.405394275258,0.8799999999999996
208,0.403463880071,0.8799999999999996
