Mutual Information of States,variation_of_information,retrievability
0.0,0.115468994648,1.0
0.0,0.0493080034852,0.5332800000000004
0.0,0.322972117624,1.0
0.0,0.365535575856,1.0
0.0,0.0377370615545,1.0
0.0,0.0,-0.46736000000000016
0.0,0.0149757901389,0.2454399999999999
0.0,0.258791422078,0.9599999999999984
0.0,0.0836146019789,1.0
0.0,0.0,0.22711999999999988
0.0,0.324831339951,1.0
0.0,0.0474476879957,0.8883199999999988
0.0,0.154994783069,1.0
0.0,0.290227110515,1.0
0.0,0.0,-0.81304
0.0,0.0841658929146,1.0
0.0,0.0226051727514,0.6666400000000005
0.0,0.257549064468,0.9599999999999984
0.0,0.273583892303,0.9971199999999999
0.0,0.085986913194,0.9985599999999999
0.0,0.397042782062,1.0
0.0,0.42527282017,1.0
0.0,0.0723311760762,0.99832
0.0,0.28482390745,0.9599999999999984
0.0,0.258515826794,1.0
0.0,0.187704123116,1.0
0.0,0.480906411651,0.9011200000000013
0.0,0.0754669665325,1.0
0.0,0.132058551772,1.0
0.0,0.403482339622,1.0
0.595194195854,0.0,-0.7564000000000002
0.597469182254,0.218010006944,0.9360000000000022
0.602462428084,0.239911979299,-0.8927200000000006
0.601288222869,0.0224078383897,0.9360000000000022
0.659950198511,0.423721452325,0.9360000000000022
0.659231444496,0.680249110411,0.930240000000002
0.659231444496,0.0387174218414,0.9360000000000022
0.616851197551,0.239911979299,0.8960000000000007
0.641223028867,0.0229235642342,0.9360000000000022
0.583398713331,0.0196551465758,0.8755200000000005
0.617021844329,0.368769507643,0.7671200000000006
0.577252862057,0.285361718149,0.6853600000000002
0.660224553319,0.140184855505,0.845440000000001
0.616582288693,0.406977450339,0.9360000000000022
0.611233573347,0.0,0.9360000000000022
0.644322800339,0.431697528971,0.8960000000000007
0.660224553319,0.144352563691,0.9360000000000022
0.614162815832,0.377665914126,0.9360000000000022
0.623297900957,0.247937446324,0.9360000000000022
0.660224553319,0.460512535547,0.9120000000000011
0.577795543181,0.0,-0.6284799999999999
0.660245287374,0.55117705581,0.9176800000000016
0.649500776365,0.521568720781,0.9360000000000022
0.599431903407,0.190899444163,0.9360000000000022
0.554373114316,0.580570248954,0.9029600000000002
0.617565345729,0.246544579906,0.9360000000000022
0.63442703247,0.896349480555,0.9318400000000022
0.643875523821,0.584476989736,0.8212000000000004
0.642574986853,0.0603111206744,0.8936000000000015
0.576609171166,0.311336732146,0.7187200000000006
1.17862664203,0.022909878706,0.840000000000002
1.13837889986,0.184896285881,0.840000000000002
1.16148656349,0.464107210973,0.8319999999999989
1.06624621999,0.901956230893,0.8462399999999994
1.16946674114,0.298375721606,0.8319999999999991
1.21097184107,0.332014210252,0.840000000000002
1.12338677203,1.27735269594,0.8089599999999993
1.17645676324,0.0,-0.5710400000000009
1.17929993696,0.532221259697,0.7977599999999987
1.18074946687,0.0162856354553,0.840000000000002
1.17174768556,1.01959195332,0.8180000000000017
1.13807972762,0.296199085074,0.5526400000000002
