Mutual Information of States,variation_of_information,retrievability
0.0,0.0,0.31832000000000005
0.0,0.0785102312141,1.0
0.0,0.0,1.0
0.0,0.422241573853,1.0
0.0,0.0,1.0
0.0,0.0186358443675,1.0
0.0,0.157699971975,1.0
0.0,0.0198760820074,1.0
0.0,0.0378543821104,1.0
0.0,0.0183203866582,1.0
0.0,0.0396979613045,1.0
0.0,0.0146532481226,0.99336
0.0,0.0193895564165,1.0
0.0,0.0352409151638,1.0
0.0,0.0,1.0
0.0,0.0,0.97856
0.0,0.0302800406463,1.0
0.0,0.00239911979299,0.36919999999999986
0.0,0.0590041719494,1.0
0.0,0.0,1.0
0.0,0.0,-0.8216
0.0,0.0,1.0
0.0,0.0389608145847,1.0
0.0,0.017381539541,1.0
0.0,0.0195833860115,1.0
0.0,0.0,1.0
0.0,0.0195156853696,1.0
0.0,0.0191478824771,1.0
0.0,0.0198958752122,1.0
0.0,0.0,1.0
0.633170758338,0.0,0.9249600000000018
0.610519850997,0.0,0.9360000000000022
0.585294492575,0.0,0.9283200000000019
0.644471379285,0.0586337206454,0.9360000000000022
0.609603200787,0.0,0.9360000000000022
0.655257374718,0.0,0.9360000000000022
0.614441001256,0.0,0.9360000000000022
0.614298098728,0.0,0.9360000000000022
0.633957949426,0.0768569570346,0.9360000000000022
0.633957949426,0.038766040349,0.9360000000000022
0.623297900957,0.0792083443691,0.9360000000000022
0.634582860446,0.0806383092194,0.9360000000000022
0.658396959085,0.0,0.8091200000000001
0.659950198511,0.0,0.9360000000000022
0.659887774096,0.0,0.9360000000000022
0.552751865597,0.518015550485,0.9120000000000011
0.612631525056,0.0507241973531,0.9360000000000022
0.612228083842,0.0390313707391,0.9360000000000022
0.658396959085,0.0177909277871,0.9360000000000022
0.607809439225,0.0174487843147,0.9360000000000022
0.621608851487,0.0185808103017,0.9360000000000022
0.597511151842,0.150682883789,0.9360000000000022
0.632057181315,0.0,0.9237600000000018
0.656928833787,0.0,0.8559200000000005
0.62138566755,0.0,0.932320000000002
0.643875523821,0.0,0.9360000000000022
0.62826788715,0.0198414110356,0.9360000000000022
0.643124876982,0.12134550909,0.9360000000000022
0.644705590912,0.0187297714666,0.9360000000000022
0.648988780754,0.0,0.9360000000000022
1.19745662825,0.00241437742149,0.03167999999999996
1.08926286946,0.259501367614,0.8479999999999993
1.15439107113,0.0543599894146,0.840000000000002
1.19014914139,0.231152020628,0.840000000000002
1.15479444793,0.259347629596,0.8479999999999991
1.17771365899,0.432684289957,0.7184799999999997
1.12688054194,0.215704404776,0.8319999999999989
1.19711904301,0.0,0.6045600000000011
1.15266427462,0.151524507442,0.8319999999999989
1.16068246585,0.0,0.840000000000002
1.12380911792,0.293546497927,0.8464799999999992
1.20035283692,0.0,0.8368000000000021
1.19195038354,0.0872025975448,0.840000000000002
1.09170593093,0.318472635746,0.840000000000002
1.18268698994,0.0179948767605,0.840000000000002
1.15350371194,0.305828783184,0.6901599999999999
1.08688726735,0.208858984846,0.8272799999999991
1.14212523398,0.270320799647,0.34304
1.18101005582,0.0072752237941,0.840000000000002
1.20647157935,0.0191195067786,0.840000000000002
1.10631691425,0.0,0.840000000000002
1.11173367462,0.24316809277,0.8419199999999991
1.10311647377,0.378073717137,0.8479999999999991
1.21087160584,0.0,0.6411200000000014
1.1260141338,0.212108681966,0.833760000000002
1.16125316382,0.0,0.840000000000002
1.20521026678,0.0185273573334,0.8256800000000019
1.16531068719,0.107072218728,0.8159200000000016
1.19578244444,0.235600210991,0.8160000000000014
1.18870542466,0.220134438655,0.7854400000000012
1.34211536478,0.364144888136,0.7760000000000007
1.35423655571,0.240735753271,0.7840000000000005
1.35306202777,0.38341989474,0.7840000000000005
1.39117224463,0.37869273461,0.7784000000000004
1.41983521335,0.24316809277,0.6767199999999997
1.26348892012,0.690130856499,0.786000000000001
1.35367292211,0.289659005116,0.733120000000001
1.44066879414,0.160678580602,0.7760000000000007
1.37037741813,0.342382342268,0.7840000000000005
1.40493322113,0.276557465293,0.7710400000000004
1.37339207808,0.252037736276,0.31416000000000005
1.40741774992,0.00404533597724,-0.17408
1.41165718627,0.0266693982475,0.7760000000000007
1.32100714733,0.475287832908,0.7804800000000001
1.35004849917,0.037193652441,0.7760000000000007
1.38794345818,0.242507459803,0.7840000000000005
1.425865887,0.290754701929,0.6712000000000004
1.35684027665,0.27103199074,-0.039200000000000006
1.37551547153,0.00485014919607,0.7760000000000007
1.37290949203,0.0196169257968,0.7760000000000007
1.40339098205,0.0,0.7760000000000007
1.41952191529,0.241437742149,0.7840000000000005
1.3987612335,0.0,0.7760000000000007
1.42725403335,0.59444435954,0.72512
1.40680406561,0.0,0.7760000000000007
1.37343133477,0.277342528299,0.7840000000000005
1.36416539218,0.260334716798,0.7670400000000004
1.38411018378,0.254976043777,0.5030399999999996
1.35573794866,0.0722876984326,0.7760000000000007
1.38277591181,0.216169265755,0.7416000000000008
1.58134181588,0.0,-0.3973599999999998
1.55146565667,0.544863189637,0.64976
1.62371652334,0.223095110374,0.6780000000000009
1.58601500602,0.0,-0.6403199999999998
1.62734984001,0.252968673562,0.6880000000000009
1.65302083492,0.721645569103,0.6665599999999988
1.62833385873,0.510816926459,0.5668799999999997
1.62984264507,0.343046164904,0.6880000000000009
