Mutual Information of States,variation_of_information,retrievability
0.0,0.0,0.9839999999999999
0.0,0.0198661648713,1.0
0.0,0.0199518543506,1.0
0.0,0.0187995361336,1.0
0.0,0.0195970216314,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0195528029015,1.0
0.0,0.0,1.0
0.0,0.0197310725285,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0192362328928,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.019930546184,1.0
0.0,0.0198414110356,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0194226465236,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.648155192344,0.0175160450458,0.9360000000000022
0.592903700815,0.0,-0.9210400000000021
0.621608851487,0.0,0.9360000000000022
0.676289736764,0.0,0.9360000000000022
0.611526960838,0.0180439623433,0.9360000000000022
0.580771718061,0.0,0.9360000000000022
0.612668157071,0.0,0.9360000000000022
0.643875523821,0.0,0.9360000000000022
0.611292206884,0.0,0.9124000000000012
0.660245287374,0.0197766459476,0.9360000000000022
0.61313642948,0.0530657446599,0.9360000000000022
0.620431942576,0.0,0.9360000000000022
0.648155192344,0.0,0.9360000000000022
0.544595044751,0.0186791695232,0.9360000000000022
0.599809928241,0.0,0.9360000000000022
0.646991183882,0.0,0.9360000000000022
0.660245287374,0.0,0.9360000000000022
0.626440995405,0.0,0.9360000000000022
0.634582860446,0.0,0.9360000000000022
0.655257374718,0.0,0.66448
0.628257616894,0.0,0.9360000000000022
0.617523376141,0.0,0.9360000000000022
0.610519850997,0.0179202861192,0.932320000000002
0.63442703247,0.0,0.9360000000000022
0.649500776365,0.0195970216314,0.9360000000000022
0.628798684563,0.0,-0.04320000000000001
0.658396959085,0.0,0.9360000000000022
0.582474064831,0.0,0.9360000000000022
0.676289736764,0.0192637856563,0.9360000000000022
0.659887774096,0.0,0.9360000000000022
1.1883691354,0.0,0.8368000000000021
1.13488992246,0.0,0.840000000000002
1.11623977989,0.00242507459803,0.840000000000002
1.14082804654,0.0,0.8368000000000021
1.16946507318,0.0,0.840000000000002
1.12142083646,0.192249737653,0.8479999999999991
1.13717517691,0.0,0.823040000000002
1.20867370623,0.0,0.840000000000002
1.18196749575,0.0,0.840000000000002
1.17257000773,0.0929619467155,0.840000000000002
1.19597944523,0.0,0.7984000000000018
1.11901556926,0.0,0.840000000000002
1.15291841241,0.0575617785105,0.840000000000002
1.1396319032,0.0188014474348,0.8136000000000019
1.22124124261,0.0,0.840000000000002
