num_patterns,entropy_of_states,retrievability
2,0.669462105756,0.8413333333333339
2,0.684616277801,0.32533333333333303
2,0.636514168295,0.8049999999999998
2,0.534908243131,0.9366666666666665
2,0.654843055442,0.4896666666666664
2,0.265446030809,0.7713333333333329
2,0.459693019969,0.9349999999999996
2,0.407522280273,0.4199999999999994
2,0.685506913239,0.4633333333333337
2,0.636514168295,0.7426666666666665
2,0.692613102817,0.8809999999999998
2,0.548325374157,0.7633333333333333
2,0.587011171689,0.5553333333333326
2,0.441352372199,0.7286666666666658
2,0.691331594646,0.96
2,0.575874373093,0.8143333333333332
2,0.692201702962,0.5096666666666667
2,0.678590214325,0.8576666666666669
2,0.681854608731,0.8636666666666664
2,0.0,0.33166666666666705
2,0.686445166242,0.7810000000000004
2,0.214559155176,0.8493333333333319
2,0.407093385887,0.7159999999999996
2,0.653116757356,0.976
2,0.689670928357,0.8933333333333333
2,0.284478791488,0.8486666666666653
2,0.598269588585,0.2933333333333336
2,0.656611804361,0.8343333333333333
2,0.69314718056,0.9186666666666674
2,0.652825793916,0.9553333333333341
2,0.551079928087,0.8710000000000001
2,0.692882921583,0.5783333333333333
2,0.628173421845,0.9789999999999999
2,0.677947135918,0.9743333333333334
2,0.394532681962,0.8913333333333341
2,0.482577565177,0.7786666666666657
2,0.691761498852,0.4580000000000005
2,0.650390640877,0.379333333333333
2,0.680385385262,0.534333333333333
2,0.684097796418,0.9436666666666664
2,0.690541025865,0.9853333333333333
2,0.61669351421,0.718666666666666
2,0.460184404909,0.9723333333333335
2,0.106565958828,0.5306666666666664
2,0.690593986478,0.9533333333333333
2,0.304636097349,0.7500000000000004
2,0.693120540652,0.9233333333333331
2,0.267567912573,0.6790000000000012
2,0.676835932216,0.8306666666666668
2,0.175975125098,0.8666666666666651
2,0.67581782969,0.8850000000000001
2,0.546372379348,0.34899999999999987
2,0.463726439819,0.7923333333333329
2,0.616531120198,0.888333333333333
2,0.336495757584,0.7936666666666662
2,0.68739635215,0.8440000000000001
2,0.241088312993,0.4213333333333334
2,0.612203226446,0.9029999999999998
2,0.301500641332,0.4656666666666659
2,0.691544330409,0.9726666666666666
2,0.66420185909,0.37499999999999983
2,0.693134031258,0.8663333333333333
2,0.591303264566,0.543333333333333
2,0.476410518752,0.8633333333333328
2,0.244930026795,0.5226666666666664
2,0.636514168295,0.9286666666666662
2,0.69314718056,-0.15299999999999978
2,0.693119745467,0.7379999999999999
2,0.690185676019,0.9666666666666667
2,0.657528563801,0.7130000000000005
2,0.544886096205,0.5226666666666664
2,0.625992428449,0.34733333333333305
2,0.620444858911,0.8680000000000004
2,0.683470867989,0.8166666666666669
2,0.667093674121,0.9666666666666676
2,0.142505867393,0.5180000000000002
2,0.69301280206,0.5896666666666667
2,0.587692978166,0.7000000000000002
2,0.692761328461,0.5506666666666671
2,0.437558181182,0.7340000000000002
3,1.07196541722,0.8511111111111106
3,1.18887944679,0.6631111111111107
3,1.25549627453,0.2459999999999998
3,1.09735277541,0.8406666666666665
3,1.25015065654,0.49177777777777787
3,1.35837323508,0.7968888888888885
3,1.1117835153,0.6733333333333336
3,1.31358405501,0.9135555555555548
3,1.33533244609,0.7708888888888883
3,1.21103127864,0.5177777777777773
3,1.06016318025,0.6177777777777781
3,1.20533622897,0.6975555555555549
3,0.836252961477,0.8711111111111104
3,1.3618418915,0.7351111111111104
3,1.21287605009,0.7340000000000001
3,1.3067097229,0.869555555555555
3,1.22636521883,0.738
3,1.29425339937,0.9157777777777766
3,1.29775517253,0.6608888888888887
3,1.29062604711,0.8602222222222214
3,1.24887900292,0.785333333333333
3,1.3063822619,0.5504444444444444
3,1.15882539997,0.8148888888888882
3,1.04970423344,0.6002222222222227
3,1.28339779842,0.31111111111111056
3,1.12690534357,0.7928888888888879
3,1.24664074743,0.7631111111111104
3,0.73243842462,0.7257777777777779
3,1.38192302325,0.7355555555555552
3,1.21777213667,0.7873333333333328
3,1.31849733998,0.6242222222222222
3,1.06183793279,0.8744444444444446
3,1.24874379458,0.7582222222222221
3,1.29750023879,0.5064444444444444
3,1.29953044353,0.8122222222222217
3,1.28800104077,0.8711111111111107
3,1.36606052854,0.7175555555555552
3,1.35974434523,0.6957777777777774
3,1.26361852605,0.6991111111111107
3,1.31422912292,0.8368888888888881
3,1.17474500437,0.6137777777777782
3,1.31935391581,0.6871111111111109
3,1.20423696903,0.712222222222222
3,1.37870550895,0.709333333333333
3,1.30342812182,0.3215555555555552
3,1.31598858015,0.3515555555555555
3,1.18957708011,0.6893333333333332
3,1.20453832397,0.7591111111111114
3,1.33269250428,0.6346666666666664
3,1.18537018956,0.805333333333333
3,1.33960487631,0.8457777777777777
3,1.34040267692,0.8266666666666659
3,1.30842529247,0.6002222222222228
3,1.25078415646,0.6451111111111111
3,1.12817999472,0.5475555555555555
3,1.36596866566,0.7724444444444439
3,1.19376035942,0.6324444444444441
3,1.3699962949,0.8722222222222215
3,1.36088085124,0.6764444444444446
3,1.35519222709,0.8184444444444435
3,1.31988054058,0.5420000000000001
3,1.1703240803,0.6888888888888887
3,1.27500655977,0.7422222222222215
3,0.958669881201,0.5031111111111104
3,1.36527350442,0.5226666666666668
3,1.3466744241,0.7766666666666666
3,1.3285501863,0.6339999999999999
3,1.15809968508,0.858888888888888
3,1.30816158594,0.4700000000000002
3,1.01024793443,0.8379999999999994
3,1.11119551725,0.44155555555555565
3,1.18141904597,0.4953333333333334
3,1.27122438319,0.6108888888888884
3,1.35384249103,0.7857777777777774
3,1.24088695739,0.3166666666666666
3,1.15376850035,0.6333333333333333
3,1.34990527006,0.6088888888888888
3,1.30718445695,0.7575555555555553
3,1.36477697494,0.7475555555555556
3,1.33451012534,-0.12399999999999999
3,1.23915332778,0.9246666666666664
3,1.25044780293,0.6159999999999998
3,1.28521025011,0.5966666666666667
3,1.10129248921,0.7597777777777782
3,1.26317961794,0.7502222222222217
3,1.04440809229,0.8211111111111109
3,1.23415578989,0.6655555555555557
3,1.00523723768,0.8251111111111102
3,1.20559749797,0.4164444444444446
3,1.1619994386,0.7488888888888882
3,0.981749562038,0.8860000000000001
3,1.32237438422,0.6628888888888886
3,1.37583862549,0.7424444444444441
3,1.29600813519,0.6860000000000003
3,1.26019158481,0.7197777777777772
3,0.977682667037,0.920666666666666
3,1.31869662906,0.8388888888888886
3,1.32093036106,0.8906666666666658
3,1.25450356122,0.7957777777777773
3,1.3053335667,0.4568888888888891
4,1.82715090722,0.26266666666666655
4,1.83220756612,0.6201666666666666
4,1.99890427755,0.1505
4,1.87661036381,0.6196666666666669
4,1.69272187685,0.5190000000000002
4,1.97871277844,0.5748333333333333
4,1.89860503954,0.47083333333333355
4,1.80134327339,0.16550000000000004
4,1.78120489017,0.583166666666667
4,1.93428716861,0.524666666666667
4,1.98606962738,0.6709999999999995
4,1.89995963672,0.7628333333333335
4,1.97809959258,0.49450000000000005
4,1.59576919291,0.6373333333333335
4,1.88206014362,0.7066666666666664
4,1.92124485437,0.08749999999999998
4,1.87549700086,0.6388333333333331
4,1.94685094698,0.2574999999999998
4,1.96947341657,0.3301666666666667
4,1.76667830551,0.3618333333333335
4,2.01874794954,0.7405000000000003
4,1.92543632836,0.8088333333333331
4,1.92434650992,0.38383333333333325
4,1.92037871309,0.7445000000000002
4,1.75870596124,0.7954999999999999
4,1.98006450687,0.6421666666666666
4,1.89257711994,0.47450000000000025
4,1.8202098113,0.23083333333333342
4,1.9193932411,0.3935000000000002
4,1.93918708014,0.5696666666666665
4,1.90984478676,0.7311666666666666
4,1.97673515739,0.5836666666666669
4,1.93555763568,0.23199999999999996
4,1.93235483679,0.5105000000000001
4,1.91547725571,0.7458333333333335
4,1.9809399743,0.7688333333333334
4,2.00226423466,0.4756666666666666
4,1.81474208568,0.39416666666666633
4,1.90277765749,0.4868333333333334
4,1.80210416211,0.6848333333333335
4,1.87973423273,0.5843333333333331
4,1.88620150608,0.33483333333333315
4,1.9637441505,0.5323333333333333
4,2.00686443897,0.251
4,1.88915442332,0.408
4,1.8783664124,0.49316666666666703
4,1.93401881781,0.7218333333333331
4,1.94568419925,0.6953333333333331
4,1.73472273587,0.683666666666667
4,1.7089347547,0.7495
4,1.95219434943,0.5559999999999998
4,1.9530369727,0.6396666666666665
4,1.86168109478,-0.027166666666666655
4,1.84475892477,0.6043333333333334
4,1.7378381603,0.2241666666666667
4,1.88831325963,0.6158333333333332
4,2.05079569065,0.3986666666666667
4,1.97235202498,0.6963333333333332
4,2.04556950604,0.7775000000000002
4,1.83152183285,0.8451666666666666
4,2.0143070332,0.07933333333333337
4,1.79295016095,0.5606666666666666
4,1.86201014512,0.4301666666666666
4,1.82048906431,0.4691666666666665
4,1.97938221958,0.311
4,1.91845575799,0.24349999999999997
4,1.87564664268,0.5328333333333329
4,1.9541849498,0.6596666666666664
4,1.87218042475,0.7888333333333332
4,2.01462772603,0.5605
4,1.86160534832,0.5141666666666667
4,1.98242632264,0.6013333333333333
4,1.92382970434,0.6394999999999997
4,2.0280590595,0.3583333333333332
4,1.9510829775,0.6616666666666666
4,1.90626098563,0.7584999999999998
4,1.97747481894,0.6500000000000001
4,1.95937298423,0.6041666666666667
4,2.02545260277,0.5430000000000001
4,1.87377595498,0.6441666666666669
4,1.84414989928,0.8230000000000005
4,1.88084704485,0.7438333333333328
4,1.93803936363,0.5118333333333336
4,1.81614067717,0.5048333333333335
4,1.57349862022,0.6366666666666664
4,2.00164697425,0.6589999999999999
4,1.89987601899,0.6613333333333337
4,1.92769843029,0.667666666666667
4,1.99487298824,0.5548333333333337
4,1.87118357118,0.5408333333333334
4,1.89709315257,0.48749999999999977
4,1.72058215584,0.5989999999999998
4,1.84038082415,0.6253333333333334
4,1.87502847094,0.1898333333333333
4,1.967243956,0.7119999999999999
4,1.85879147389,0.6640000000000006
4,1.87006401147,0.6559999999999999
4,1.98002815551,0.5353333333333338
4,1.7816841613,0.6308333333333334
4,1.92623036195,0.49150000000000005
