Mutual Information of States,variation_of_information,retrievability
0.0,1.22810173822,0.4799999999999992
0.0,1.04967874507,0.6400000000000005
0.0,1.14124199261,0.5055999999999998
0.0,0.990044185028,0.31599999999999995
0.0,1.06609701422,0.6400000000000005
0.0,0.923951287543,0.7600000000000002
0.0,0.985331963562,-0.08064000000000006
0.0,1.19340811854,0.520000000000001
0.0,1.16490950982,0.6607999999999998
0.0,1.07184397423,0.5600000000000007
0.0,1.00965491084,0.6800000000000002
0.0,0.990174936261,0.7999999999999985
0.0,1.10186200238,0.520000000000001
0.0,1.01255425436,0.6800000000000002
0.0,1.23924769659,0.7072000000000002
0.0,1.00647185321,0.4637599999999993
0.0,1.10194749497,0.6800000000000002
0.0,1.26480468573,0.16048000000000007
0.0,1.09895861813,0.5600000000000007
0.0,1.07855242277,0.5600000000000007
0.0,1.1482569034,0.16591999999999987
0.0,1.08359198498,0.6400000000000005
0.0,1.15217244715,0.4399999999999998
0.0,1.08965969522,0.600000000000001
0.0,1.13977507349,0.4399999999999998
0.0,1.04952674271,0.6400000000000005
0.0,1.11138553684,0.600000000000001
0.0,1.14423658689,0.4799999999999992
0.0,1.04856767183,0.6400000000000005
0.0,1.08994696865,0.5600000000000007
0.649500776365,0.549199344026,0.8880000000000011
0.614441001256,0.401504123194,0.8580799999999995
0.660245287374,0.539693569487,0.8625599999999998
0.552751865597,0.38128715246,0.87696
0.649500776365,0.492830468082,0.834880000000001
0.659950198511,0.538779758302,0.8160000000000014
0.610519850997,0.402496404557,0.8825600000000006
0.614162815832,0.334454050882,0.8640000000000003
0.617261429,0.440779523973,0.8880000000000011
0.649143964469,0.416371497981,0.8318400000000004
0.616582288693,0.432595769063,0.8880000000000011
0.648988780754,0.503263377305,0.8811200000000007
0.596210816534,0.00641041675848,0.8880000000000003
0.598895281006,0.306801118761,0.9211199999999998
0.657122327649,0.538157678061,0.8460799999999996
0.648988780754,0.612748792788,0.7920000000000011
0.649500776365,0.453349806292,0.886400000000001
0.576561981177,0.316216363635,0.8640000000000003
0.597094963965,0.41414707786,0.87616
0.616582288693,0.433885519947,0.8880000000000011
0.58348839573,0.173825449688,0.8312000000000009
0.577168461101,0.355869830993,0.8559999999999995
0.64957797787,0.423821143612,0.8350400000000008
0.634582860446,0.406054908225,0.840000000000002
