Mutual Information of States,variation_of_information,retrievability
0.0,1.14152716955,0.4399999999999998
0.0,1.22196097232,0.46016000000000007
0.0,1.01280239654,0.3100799999999998
0.0,1.21120817932,0.4799999999999992
0.0,1.13220958506,0.600000000000001
0.0,1.20422913233,0.5958400000000009
0.0,1.1720991635,0.520000000000001
0.0,1.20431898854,0.6800000000000002
0.0,1.22927944253,0.585440000000001
0.0,1.17622499218,0.520000000000001
0.0,1.18033557444,0.5054400000000008
0.0,1.10654150856,0.6400000000000005
0.0,1.19939104862,0.4399999999999998
0.0,1.05426758851,0.32000000000000023
0.0,1.17660685503,0.39999999999999925
0.0,1.14676532729,0.46127999999999925
0.0,1.20007339171,0.5579200000000007
0.0,1.16413870654,0.600000000000001
0.0,1.19391346125,0.39999999999999925
0.0,1.10643093399,0.39336
0.0,1.25397207773,0.39999999999999925
0.0,1.23198760338,0.5059200000000001
0.0,1.17094886591,0.4399999999999998
0.0,1.19038305344,0.27664
0.0,1.12040696629,0.600000000000001
0.0,1.17621639566,0.520000000000001
0.0,1.22055530385,0.4399999999999998
0.0,1.14874451523,0.6800000000000002
0.0,1.00943682552,0.6800000000000002
0.0,1.22160421557,0.45808
0.614875975687,0.531606921318,0.8640000000000003
0.623266703104,0.519309809128,0.8559999999999995
0.660245287374,0.538985717436,0.8160000000000014
0.649696504701,0.606835282367,0.8479999999999993
0.605856268519,0.646481740683,0.8080000000000014
0.644649961265,0.412030534023,0.90864
0.614456616149,0.529722707672,0.8614399999999999
0.645484105357,0.49919769214,0.8350400000000007
0.614162815832,0.482749355951,0.8123199999999996
0.675007412451,0.652321735181,0.840000000000002
0.630605216088,0.53838208795,0.5874400000000005
0.659231444496,0.539260346822,0.8160000000000014
0.650777227891,0.537224913093,0.34391999999999984
0.659950198511,0.566851642481,0.8640000000000003
0.595194195854,0.264000619921,0.8799999999999996
0.62795234346,0.458205098203,0.8160000000000014
0.676289736764,0.65304073951,0.840000000000002
0.623034317884,0.53914726717,0.8160000000000014
0.614162815832,0.362111305939,0.85728
0.596254877711,0.281850787563,0.840000000000002
0.585610263043,0.391279682093,0.8960000000000007
0.641223028867,0.512193528147,0.9084800000000002
0.612355863913,0.470599327813,0.840000000000002
0.644471379285,0.652855659607,0.840000000000002
0.614162815832,0.411954908832,0.8964800000000004
0.575843417459,0.380755891203,0.8603199999999995
0.649143964469,0.452866627514,0.7920000000000011
0.64957797787,0.584099408819,0.8479999999999993
0.597635474029,0.471255306951,0.8782399999999997
0.591299766678,0.406522191065,0.8559999999999995
1.09147610167,0.734987362725,0.7570400000000004
1.12916233248,0.856377556418,0.7300800000000003
1.12295729742,0.750234158777,0.8328000000000002
1.180620204,0.923089712006,0.7649600000000004
1.04798990002,0.860904025142,0.6480000000000014
1.15528235148,0.658824869705,0.2546399999999998
1.15981330169,0.8571056104,0.7681600000000001
1.10352426707,0.75542420034,0.8093599999999997
1.14093922093,1.00533607607,0.8152000000000005
1.14060393034,0.895929208002,0.7744800000000002
1.1862213392,0.969351326132,0.39184
1.19865763874,0.923973233759,0.7030399999999999
1.22133007038,1.01645950151,0.74032
1.15465366993,0.789429984645,0.6463999999999999
1.0526778248,0.781917247411,0.7700800000000004
1.19614079141,0.691946532339,0.7701600000000003
1.13850731043,0.774957678481,0.7408800000000001
1.16527983318,0.978969153606,0.8447200000000001
1.19840440292,0.812254823699,0.75128
1.14778470508,0.972498143953,0.8563199999999999
1.15120063522,0.843335687773,0.7641600000000005
1.16905472858,0.899098683005,0.7436799999999999
1.167819216,0.686003156946,0.7916800000000006
1.1925019386,0.895449655527,0.6829600000000002
1.16502793866,0.886068692092,0.7092800000000007
1.13806508089,0.85310197111,0.7221599999999994
1.0991361052,0.790655422366,0.7652800000000005
1.13702451817,0.736750501181,0.7971200000000003
1.15709461452,0.905166725919,0.7435200000000002
1.16689748178,0.687037149151,0.7095999999999999
1.41657968142,0.813634452375,0.8318399999999994
1.35170862113,1.28485973666,0.022959999999999994
1.37142394362,0.994854420999,0.72648
1.41762164468,1.20432365067,0.7554400000000006
1.41743572367,0.959776141509,0.7254400000000001
1.36230452043,0.967815749002,0.61688
1.40643254706,1.05778198721,0.7080799999999998
1.37721854635,1.0355450968,0.65224
1.36515979844,0.895837046977,0.7353600000000001
1.39866231127,0.957835734599,0.7437600000000002
1.37515662359,1.03708836645,0.7300800000000003
1.40029095832,1.10827728859,0.6982400000000001
1.38432516059,1.124637323,0.6385600000000001
1.42668619382,0.938197786759,0.6532800000000002
1.35829901186,0.898034413912,0.6661600000000001
1.37934991677,0.928646656073,0.6635200000000002
1.3745829474,1.08084076655,0.7270400000000007
1.36141182266,0.9534325217,0.6688799999999999
1.41095673978,0.968341147372,0.7294400000000002
1.3999828979,0.980744864136,0.7167200000000002
1.42100463728,0.989353103845,0.7118400000000003
1.38749185169,1.06310879258,0.6195200000000001
1.40506250053,0.98790442964,0.68448
1.38552435932,0.885125022443,0.49120000000000014
1.30802115967,1.0660710244,0.67576
1.40905992271,0.92615345607,0.6881599999999999
1.41217522482,1.3985170059,0.5808800000000001
1.40665955914,1.01289981496,0.7300799999999996
1.40226136159,1.00838395027,0.7138400000000001
